Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,100.00%,100/100,-,-
MIN,0.001828,3.00,13239.00,149.9896
AVG,0.003490,6.55,22469.80,182.9868
MEDIAN,0.002694,5.00,18160.00,170.2253
MAX,0.012688,29.00,74201.00,778.4478
STDEV,0.001959,4.65,10494.17,66.0606

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.002173,4,17983,157.4444
2,0.005145,11,32416,176.7481
3,0.004963,7,22201,190.5383
4,0.006179,13,38577,194.2110
5,0.003058,6,19327,171.1442
6,0.003665,7,25434,158.7452
7,0.005472,12,34664,191.3458
8,0.002377,4,16218,164.0206
9,0.002798,5,19266,179.5505
10,0.007298,16,43058,163.2294
11,0.002367,4,17775,180.2033
12,0.002457,4,17347,162.4998
13,0.002849,5,20021,206.8416
14,0.003302,6,20230,201.4285
15,0.002386,4,18237,153.2605
16,0.004264,9,29795,194.6129
17,0.003531,7,25172,166.8219
18,0.004094,8,26202,154.9502
19,0.009234,21,51078,240.4193
20,0.002753,5,18917,210.6628
21,0.001921,3,13892,151.0135
22,0.002330,4,16878,176.6689
23,0.001830,3,14496,164.4671
24,0.002654,5,19064,171.6372
25,0.004233,9,28231,153.1208
26,0.003043,6,22356,186.1770
27,0.005823,12,33823,149.9896
28,0.004003,7,22664,193.1707
29,0.005925,13,39965,156.0158
30,0.004809,10,31606,209.3142
31,0.007281,16,44416,189.9259
32,0.001883,3,14026,156.7713
33,0.002049,3,14090,155.4830
34,0.002359,4,15457,191.8747
35,0.003220,6,20957,186.3955
36,0.001977,3,14336,166.9304
37,0.002679,5,18083,173.2187
38,0.002122,3,14838,153.8443
39,0.003542,7,22646,219.0201
40,0.002274,4,16520,165.1782
41,0.003157,6,21308,179.2794
42,0.002846,5,19625,175.6368
43,0.002794,5,18934,211.6422
44,0.001831,3,14473,165.2708
45,0.001989,3,13949,153.0800
46,0.002261,4,17307,164.2468
47,0.001888,3,13256,157.6066
48,0.012688,29,74201,379.6641
49,0.002015,3,15769,160.1318
50,0.001982,3,15261,160.1079
51,0.002308,4,17185,161.5959
52,0.001914,3,13664,165.0756
53,0.003548,7,23074,175.6880
54,0.002655,5,17513,180.6455
55,0.001843,3,14018,155.0132
56,0.009761,22,55660,181.5529
57,0.002385,3,13690,154.6142
58,0.001828,3,14991,159.3875
59,0.002350,4,17882,158.3925
60,0.003909,8,26662,243.3040
61,0.002462,4,15910,174.5206
62,0.002531,4,15530,199.0251
63,0.002136,3,14779,154.9815
64,0.002326,4,16616,170.5853
65,0.005568,12,34389,169.8654
66,0.003160,6,20533,162.7281
67,0.001937,3,13801,159.5407
68,0.004822,10,30706,167.1672
69,0.001987,3,14543,161.3592
70,0.003552,7,23932,156.5220
71,0.001940,3,14880,161.0992
72,0.002245,4,17735,155.6553
73,0.002770,5,18274,183.2577
74,0.002708,5,17832,189.5247
75,0.004435,9,28381,179.3359
76,0.003882,8,25405,186.9593
77,0.002477,4,16765,169.0412
78,0.002382,4,14853,155.7068
79,0.008606,19,50999,187.2150
80,0.001895,3,15964,163.9009
81,0.002727,4,16834,196.9973
82,0.002348,4,16039,162.6386
83,0.006045,3,14638,154.1477
84,0.001970,3,14772,155.5532
85,0.004812,10,29615,188.2938
86,0.003956,8,24916,160.4965
87,0.002370,4,16437,191.1469
88,0.005225,11,31262,210.2930
89,0.006261,14,41709,199.4554
90,0.001954,3,15903,168.7764
91,0.004101,8,26488,182.9817
92,0.002285,4,16623,173.3238
93,0.006378,11,31159,206.3627
94,0.002159,3,13239,154.6139
95,0.002342,4,16600,178.3525
96,0.002314,4,17195,169.3860
97,0.002634,5,18323,181.6855
98,0.002150,3,14539,164.9720
99,0.007294,12,33578,778.4478
100,0.003539,7,24600,181.9334
