Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,91.00%,91/100,-,-
MIN,0.056156,64.00,84355.00,291.0531
AVG,0.257030,266.12,278618.19,468.4374
MEDIAN,0.242153,240.00,265696.00,452.9213
MAX,1.422273,1576.00,484366.00,714.5857
STDEV,0.169380,189.25,108150.98,79.9373

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.199444,167,360253,435.2423
2,0.060199,70,148165,442.6740
3,0.155121,161,268778,491.4403
4,0.147229,169,183618,401.4802
5,0.174561,200,195004,408.1860
6,0.227798,204,356511,493.0041
7,0.537150,600,241148,618.4294
8,0.300548,282,329375,564.4440
9,0.173981,166,281023,555.9449
10,0.270678,296,195906,483.2067
11,0.179881,194,228946,416.7378
12,0.156320,174,177208,348.8958
13,0.123736,125,247470,433.4036
14,0.396017,370,444832,429.6369
15,0.244457,247,328181,517.5886
16,0.100308,103,162392,334.0800
17,0.056156,64,124362,425.8097
18,0.226822,202,354057,542.7532
19,0.093486,92,169948,436.8459
20,0.315684,354,177238,447.3217
21,0.543770,581,480193,519.3702
22,0.378637,342,493413,inf
23,1.422273,1576,474930,427.1223
24,0.419889,400,424774,621.6068
25,0.064479,70,142989,452.9213
26,0.459232,416,492162,inf
27,0.407147,477,265696,694.2545
28,0.760741,789,492037,inf
29,0.242153,212,367887,472.5576
30,0.235559,259,212266,412.3186
31,0.656912,806,179327,488.5668
32,0.240819,243,249141,485.0690
33,0.089874,98,125606,448.7243
34,0.154372,144,278930,321.3976
35,0.133497,145,131580,547.4763
36,0.264341,300,245697,531.8909
37,0.168761,192,206939,532.8195
38,0.101835,127,84355,388.6581
39,0.262355,235,373051,358.9815
40,0.355063,290,493724,inf
41,0.270276,297,213620,392.6675
42,0.278995,292,302559,371.9026
43,0.322006,308,385118,668.6129
44,0.222035,211,308228,408.5052
45,0.273480,280,304567,514.2678
46,0.209363,189,360541,501.0752
47,0.121448,141,138187,439.8345
48,0.287799,273,370605,482.7819
49,0.363911,429,255327,543.1057
50,0.247406,286,131138,386.0158
51,0.272387,288,251622,436.3670
52,0.431309,536,164672,529.0540
53,0.274726,257,399068,460.7191
54,0.218690,212,355421,462.5388
55,0.510645,464,493883,inf
56,0.264546,229,381983,403.3558
57,0.314519,256,457512,611.3532
58,0.288287,276,403437,442.7346
59,0.255497,278,280068,445.9754
60,0.262071,265,347943,520.2956
61,0.095036,95,149341,451.4841
62,0.291558,294,350180,489.9255
63,0.286861,329,167296,420.4091
64,0.282999,252,440994,613.5032
65,0.366983,334,492563,inf
66,0.084746,88,196853,397.9151
67,0.148160,147,193132,420.0574
68,0.124595,139,156543,450.8636
69,0.414604,489,217551,714.5857
70,0.382175,355,471479,446.5057
71,0.399335,482,236709,483.5160
72,0.224581,240,243608,442.6779
73,0.303376,261,492886,inf
74,0.180761,223,110528,453.2649
75,0.431255,409,414547,467.0119
76,0.728499,812,492737,inf
77,0.302484,279,397024,496.6743
78,0.156221,166,246254,582.5996
79,0.113679,119,231325,410.5105
80,0.449115,460,454787,476.8004
81,0.196861,178,328244,488.3735
82,0.410837,378,461613,403.1424
83,0.135722,147,155175,403.7061
84,0.194238,224,207316,460.3697
85,0.294582,272,441476,574.0226
86,0.123769,116,236708,432.7104
87,0.104960,118,107629,424.4760
88,0.408211,365,492484,inf
89,0.274775,250,392495,537.3795
90,0.134068,152,167640,490.5341
91,0.367005,337,443014,387.1700
92,0.374917,351,484366,291.0531
93,0.259075,269,344424,500.9117
94,0.174028,156,291373,412.7116
95,0.080204,83,172310,462.5590
96,0.157462,155,276231,412.4551
97,0.250875,292,142221,363.4309
98,0.214558,229,304021,468.9876
99,0.365884,361,399182,612.4424
100,0.181417,175,291274,331.0366
