Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,100.00%,100/100,-,-
MIN,0.004031,9.00,21372.00,182.9309
AVG,0.031174,52.21,84019.66,283.9086
MEDIAN,0.023185,42.50,70450.50,271.0191
MAX,0.220724,264.00,355345.00,546.7994
STDEV,0.032986,40.72,55072.27,65.6451

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.029598,49,80160,279.2150
2,0.008075,20,38246,224.6162
3,0.021868,42,63693,408.8096
4,0.020558,35,48439,413.8154
5,0.028172,50,85600,243.4068
6,0.043942,68,110047,247.0765
7,0.010509,20,37790,238.7773
8,0.024550,39,69512,252.4574
9,0.021932,36,56341,246.2144
10,0.022224,41,73640,235.7902
11,0.029451,49,93369,228.3076
12,0.018436,36,60277,282.0742
13,0.024972,47,68093,303.7944
14,0.018377,32,54237,257.1995
15,0.011361,27,47784,279.1461
16,0.019692,40,66755,273.5676
17,0.011652,27,45911,228.7210
18,0.005719,10,21423,209.6187
19,0.009984,21,41587,252.4785
20,0.008171,14,27426,214.2688
21,0.014907,29,48210,222.2353
22,0.024720,50,81038,274.4005
23,0.044942,77,121558,309.0769
24,0.032564,54,97805,216.1956
25,0.015214,31,48853,244.9514
26,0.025187,42,73388,322.2042
27,0.015434,31,56725,291.9247
28,0.020032,40,70385,280.2178
29,0.027873,53,81672,273.5760
30,0.017046,30,58242,244.7499
31,0.022315,43,70516,264.8004
32,0.015978,28,50043,242.0798
33,0.013111,24,46627,221.2527
34,0.133464,183,277881,546.7994
35,0.028270,50,82392,251.6412
36,0.012312,22,38996,209.1828
37,0.012927,25,49832,232.3343
38,0.016786,34,58438,255.4305
39,0.018775,37,68625,252.0100
40,0.036179,66,110370,306.2704
41,0.024268,44,81333,242.2454
42,0.040996,71,100734,306.4986
43,0.014534,28,53566,259.9874
44,0.061597,101,138410,286.5365
45,0.026099,50,83865,285.9888
46,0.030901,59,101868,309.1307
47,0.018985,32,57039,339.6977
48,0.012026,26,41564,303.3189
49,0.020011,40,69768,295.0081
50,0.031924,55,91145,259.9579
51,0.029255,56,83152,251.2935
52,0.004031,9,21372,184.9685
53,0.029136,53,93645,239.4638
54,0.031982,60,97967,269.4081
55,0.047353,87,140160,340.4879
56,0.039874,67,124561,334.8044
57,0.022972,41,73781,251.1380
58,0.013378,23,41538,268.6991
59,0.005470,11,22573,214.9477
60,0.018036,33,59760,215.6815
61,0.042012,77,121513,379.1789
62,0.014708,29,47733,238.2294
63,0.034866,65,107652,360.6371
64,0.016634,36,63063,290.5971
65,0.046777,75,121445,343.7347
66,0.021191,42,69692,257.4262
67,0.045717,80,122214,210.0673
68,0.022552,43,66303,215.8760
69,0.047771,79,118291,346.4199
70,0.038968,66,93541,387.4960
71,0.031300,52,83222,315.9324
72,0.072035,107,160536,289.5707
73,0.022604,40,71933,272.6301
74,0.008368,20,35818,283.3495
75,0.006663,14,27639,203.7832
76,0.056932,95,149702,296.2012
77,0.079096,128,189606,324.6016
78,0.007712,17,34194,201.3478
79,0.219246,264,335442,516.1199
80,0.020490,38,62449,236.8093
81,0.076278,117,167435,382.9330
82,0.038124,69,110069,380.2141
83,0.034934,58,87408,241.0408
84,0.024891,47,67293,331.7347
85,0.042688,72,117170,330.0521
86,0.023399,44,79670,260.7842
87,0.078058,115,180659,352.3449
88,0.011880,17,32716,237.9724
89,0.027560,45,66266,395.7770
90,0.009261,19,33162,294.4492
91,0.220724,258,355345,410.7618
92,0.026028,47,74775,221.9039
93,0.038054,73,128530,297.3766
94,0.018688,37,61068,327.2378
95,0.046392,75,113370,408.8648
96,0.023567,44,73379,279.7883
97,0.007148,14,30547,182.9309
98,0.011466,22,38622,218.3069
99,0.015932,32,55679,238.8959
100,0.026543,51,87088,387.5271
