Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,100.00%,100/100,-,-
MIN,0.001090,3.00,1807.00,1.4916
AVG,0.003416,13.15,7131.86,2.1370
MEDIAN,0.002969,11.00,6058.50,2.0676
MAX,0.013886,62.00,31819.00,3.7703
STDEV,0.002107,9.58,4845.17,0.4285

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.002743,11,6119,2.2960
2,0.003098,12,6495,2.2514
3,0.004380,18,9403,2.5728
4,0.003493,15,8056,1.9340
5,0.004543,19,10160,2.3132
6,0.002776,11,6198,1.8391
7,0.001321,4,2324,1.5785
8,0.001103,3,1807,1.5575
9,0.006775,26,13777,2.5128
10,0.006354,23,11738,2.1219
11,0.002310,8,4594,1.7052
12,0.001090,3,1919,1.5790
13,0.005777,20,10323,2.4439
14,0.003068,12,6408,1.8727
15,0.006927,28,14556,2.1832
16,0.001804,6,3548,2.3392
17,0.003800,16,8359,2.1579
18,0.003771,10,5549,2.4714
19,0.002370,9,5062,2.4294
20,0.001749,5,3029,2.0942
21,0.001976,7,4085,2.1628
22,0.001927,5,3063,1.5473
23,0.002284,8,4677,1.9460
24,0.001269,3,1946,1.4916
25,0.001993,7,3737,2.5676
26,0.002786,7,4209,1.7745
27,0.001475,5,3010,1.7794
28,0.003992,17,9139,2.8471
29,0.002453,6,3380,1.7528
30,0.003131,12,6672,2.2621
31,0.002680,11,6089,2.6285
32,0.001459,5,3167,1.6695
33,0.001553,5,2771,1.6951
34,0.005790,23,11792,2.7831
35,0.003050,13,7516,1.8765
36,0.004214,17,9238,1.9299
37,0.006644,31,16216,2.5380
38,0.002781,10,5705,2.0862
39,0.001746,6,3517,1.5582
40,0.003204,8,4741,1.9093
41,0.003081,13,7526,2.8537
42,0.001516,5,3070,1.8111
43,0.002951,11,5909,2.6560
44,0.004149,19,10349,2.4497
45,0.002743,11,5970,2.1747
46,0.001930,7,4042,1.9477
47,0.004101,18,9386,1.9467
48,0.002472,9,5186,2.4579
49,0.001523,5,2910,1.6508
50,0.001460,5,3152,1.6717
51,0.006699,31,16296,1.8838
52,0.003198,13,6938,1.9534
53,0.001724,6,3380,1.8774
54,0.002292,9,5236,2.0553
55,0.002663,11,6125,1.6251
56,0.001112,3,1858,1.6041
57,0.006575,31,16200,3.0126
58,0.003808,17,9151,2.8514
59,0.005794,22,11702,2.4785
60,0.001872,5,2991,1.7478
61,0.001643,5,2888,2.0800
62,0.002938,11,5909,1.7269
63,0.002746,6,3316,1.7458
64,0.011434,47,23952,2.1544
65,0.003205,11,6074,1.7626
66,0.013886,62,31819,3.0862
67,0.005923,26,13260,2.9120
68,0.003564,14,7238,2.5377
69,0.003798,12,6490,2.1457
70,0.003493,15,8136,1.9037
71,0.003809,17,9639,2.6812
72,0.003228,14,7647,2.5109
73,0.008396,37,19520,3.7703
74,0.002286,8,4692,2.1174
75,0.003897,16,8801,2.3212
76,0.002681,10,5521,1.8701
77,0.006337,25,12783,2.6742
78,0.002259,5,3062,2.1283
79,0.002382,8,4522,1.8690
80,0.007780,28,14469,1.9967
81,0.005386,19,10247,1.9736
82,0.003625,16,8529,2.9981
83,0.001300,4,2213,1.5796
84,0.002626,10,5515,2.2938
85,0.001628,5,3011,1.7544
86,0.001455,5,2972,1.8631
87,0.001740,6,3634,2.2268
88,0.002173,8,4638,2.0515
89,0.001476,4,2344,1.7040
90,0.002306,9,4860,2.0459
91,0.001535,5,3102,2.1131
92,0.003131,13,7017,1.9844
93,0.003593,15,8112,2.0390
94,0.004159,18,9662,2.7117
95,0.006218,28,14789,2.6681
96,0.003576,13,7293,1.6463
97,0.003240,13,6992,1.7925
98,0.002988,7,4032,1.7231
99,0.003461,11,6043,2.1186
100,0.002998,13,6972,2.6536
