Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,100.00%,100/100,-,-
MIN,0.002831,3.00,53679.00,150.3095
AVG,0.003364,3.43,60240.68,165.9013
MEDIAN,0.003017,3.00,56877.00,161.9555
MAX,0.006999,8.00,95635.00,297.3189
STDEV,0.000778,0.94,8122.57,17.4113

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.002831,3,56582,162.3352
2,0.002954,3,55886,159.2622
3,0.002897,3,55336,156.3809
4,0.002995,3,55438,155.8956
5,0.003063,3,57720,158.9527
6,0.002979,3,59358,156.1250
7,0.003809,4,64793,163.7675
8,0.002946,3,56629,170.8061
9,0.003709,4,64969,175.8830
10,0.003100,3,56396,156.2575
11,0.002982,3,55105,151.2769
12,0.003029,3,58432,152.8502
13,0.005468,6,81191,163.2192
14,0.003199,3,56412,162.0739
15,0.003043,3,58189,153.1668
16,0.002945,3,55964,168.1929
17,0.003039,3,56979,152.6971
18,0.003739,4,66461,195.6760
19,0.003012,3,54310,161.4821
20,0.003010,3,57219,158.5471
21,0.003003,3,56602,154.1616
22,0.002997,3,54884,162.6230
23,0.002879,3,56143,150.3095
24,0.003099,3,56533,161.6164
25,0.002996,3,58167,158.9228
26,0.003167,3,56829,153.5981
27,0.004735,4,63939,164.9125
28,0.004119,4,67020,171.5000
29,0.003127,3,56495,155.8333
30,0.002921,3,57881,155.3432
31,0.006256,7,93274,185.8655
32,0.003627,4,66202,163.3116
33,0.003866,4,66493,176.5558
34,0.002891,3,56498,161.4325
35,0.002921,3,55225,166.3912
36,0.002985,3,56128,166.9304
37,0.002949,3,58134,156.5498
38,0.002944,3,55584,158.4353
39,0.003773,4,63988,180.7788
40,0.006999,8,95635,297.3189
41,0.002873,3,60138,154.3982
42,0.002896,3,58693,164.6605
43,0.004065,4,65297,177.7483
44,0.002902,3,56035,173.6259
45,0.005433,6,82450,179.7566
46,0.002986,3,54645,161.1711
47,0.002864,3,54603,165.9197
48,0.003026,3,57374,158.0303
49,0.003827,4,63607,195.3690
50,0.003904,4,64048,154.7655
51,0.002958,3,55675,152.3741
52,0.005374,6,82478,196.6493
53,0.003697,4,66756,160.8458
54,0.002905,3,57346,161.0448
55,0.002853,3,55276,165.9473
56,0.003755,4,63214,178.8781
57,0.002963,3,56485,154.2654
58,0.003054,3,58342,159.6181
59,0.003005,3,56478,166.8706
60,0.003005,3,56106,161.8371
61,0.003249,3,56420,157.4765
62,0.002935,3,54851,153.7863
63,0.003685,4,65199,188.9449
64,0.003740,4,65508,170.8678
65,0.002975,3,58317,155.1239
66,0.003290,3,55182,163.3631
67,0.002836,3,55664,157.9727
68,0.002912,3,56040,158.1463
69,0.003147,3,56273,161.3592
70,0.002983,3,56842,157.2646
71,0.003044,3,56924,161.0992
72,0.002926,3,55874,155.0638
73,0.002960,3,53679,164.4591
74,0.003006,3,58278,164.5895
75,0.003120,3,56092,164.8952
76,0.003011,3,56476,158.4399
77,0.004662,5,74259,185.2175
78,0.002902,3,58670,164.9398
79,0.002983,3,56310,165.2338
80,0.003280,3,56020,163.7145
81,0.003041,3,56969,154.6078
82,0.004325,4,64931,202.1948
83,0.005406,6,85081,182.2094
84,0.003233,3,54174,158.0331
85,0.003018,3,58663,167.0143
86,0.003006,3,56213,167.7812
87,0.002899,3,54982,161.0156
88,0.003112,3,57850,162.5546
89,0.005324,6,81006,202.1432
90,0.003784,4,65582,179.8813
91,0.003007,3,56521,163.0652
92,0.002972,3,57493,167.5225
93,0.002891,3,56912,154.5406
94,0.003011,3,56489,154.6139
95,0.003081,3,57145,154.2765
96,0.003068,3,54490,151.4878
97,0.003061,3,56698,165.0631
98,0.002978,3,56399,171.4871
99,0.003184,3,55587,164.5666
100,0.003017,3,57936,153.1006
