Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,100.00%,100/100,-,-
MIN,0.001672,3.00,13857.00,1.4504
AVG,0.002708,4.42,20095.55,1.7790
MEDIAN,0.002371,4.00,18664.00,1.7582
MAX,0.014140,9.00,38091.00,3.0031
STDEV,0.001602,1.22,4889.41,0.2305

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.002884,6,26179,1.9349
2,0.002164,4,18847,1.7276
3,0.002428,4,18817,1.6250
4,0.001999,4,18105,1.7413
5,0.002120,4,18442,1.8155
6,0.002754,4,18751,1.7998
7,0.002530,5,22481,1.7921
8,0.002579,5,22250,1.6272
9,0.002672,5,22667,1.9349
10,0.001697,3,14482,1.4898
11,0.002027,4,18247,1.7165
12,0.001672,3,14391,1.4504
13,0.002033,4,17948,1.8646
14,0.002025,4,18381,1.8574
15,0.002442,5,22148,1.9828
16,0.004115,9,37851,1.8152
17,0.002069,4,18637,1.6181
18,0.003236,6,26778,1.7530
19,0.002709,4,18047,1.6968
20,0.002534,4,18298,1.8523
21,0.002443,5,22083,1.9777
22,0.002127,4,18882,1.6693
23,0.003953,7,30696,1.9160
24,0.004458,7,29272,1.8402
25,0.001956,3,13857,1.5127
26,0.002092,4,18719,1.6673
27,0.002065,4,18486,1.7712
28,0.002837,6,26808,2.3200
29,0.002893,5,22498,2.1467
30,0.002200,4,18094,1.6833
31,0.002346,4,18350,1.8041
32,0.002533,4,18409,1.6979
33,0.002160,4,18149,1.7281
34,0.002532,3,14240,1.6146
35,0.003643,6,26908,1.8279
36,0.002031,4,18689,1.7667
37,0.001737,3,14028,1.5394
38,0.002189,4,18742,1.9226
39,0.002618,5,23065,1.7657
40,0.003284,6,26409,1.7070
41,0.002134,4,18665,1.7880
42,0.002267,4,18109,1.5368
43,0.003253,4,18030,1.7196
44,0.006026,9,38091,3.0031
45,0.002232,4,18598,1.7371
46,0.001972,3,13962,1.5567
47,0.002213,4,18616,1.6837
48,0.001821,3,13898,1.5280
49,0.002122,4,18312,1.7692
50,0.003928,6,26218,1.9878
51,0.002258,4,19092,1.6284
52,0.003366,7,30018,2.6770
53,0.002481,4,18030,1.7374
54,0.001716,3,14279,1.5686
55,0.002809,5,22192,2.0154
56,0.002362,4,18720,1.7528
57,0.002779,5,22695,1.7233
58,0.002632,5,21908,2.0800
59,0.002499,5,22590,1.9728
60,0.002380,4,18799,1.8047
61,0.001854,3,14147,1.4950
62,0.004683,6,26732,1.9111
63,0.003049,3,14074,1.4989
64,0.002482,4,18377,1.7879
65,0.001713,3,14335,1.6710
66,0.002078,4,18999,1.7831
67,0.002111,4,17757,1.8144
68,0.002859,5,22903,1.7559
69,0.002466,5,22017,1.7648
70,0.001707,3,14589,1.5497
71,0.002884,5,22346,1.6430
72,0.001983,4,18917,1.7407
73,0.011273,5,22034,1.7367
74,0.002693,5,22443,2.0934
75,0.003056,6,27079,1.8710
76,0.001981,4,18629,1.6712
77,0.002101,3,14559,1.5610
78,0.002410,3,14394,1.5128
79,0.002281,4,18663,1.8114
80,0.014140,6,26290,1.9009
81,0.003312,6,26315,2.3769
82,0.002604,4,18674,1.6961
83,0.002660,3,14758,1.4856
84,0.003418,4,17877,1.8156
85,0.002738,5,22816,1.9694
86,0.002036,4,18352,1.7731
87,0.001865,3,14341,1.5194
88,0.003315,7,30838,1.9131
89,0.001691,3,14191,1.5528
90,0.001804,3,14475,1.5346
91,0.002194,4,18271,1.7670
92,0.002327,5,22840,1.9358
93,0.002158,4,18113,1.5722
94,0.002120,4,18496,1.9066
95,0.001697,3,14588,1.5231
96,0.001747,3,13970,1.5498
97,0.002009,4,18102,1.8199
98,0.002633,5,23046,1.8556
99,0.002067,4,18309,1.7598
100,0.002534,5,22946,1.7566
