Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,100.00%,100/100,-,-
MIN,0.009005,14.00,19685.00,195.8627
AVG,0.074687,77.16,182924.03,423.5460
MEDIAN,0.063371,73.00,177695.50,428.2116
MAX,0.279633,196.00,476870.00,661.6957
STDEV,0.051256,37.71,91525.39,91.2233

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.165366,144,341398,476.4163
2,0.072072,83,217212,552.1724
3,0.042734,54,131354,368.7997
4,0.072582,83,189937,622.4439
5,0.041724,49,117429,311.5605
6,0.097306,99,241939,392.7213
7,0.059798,69,161061,426.5459
8,0.076689,85,198157,661.6957
9,0.082106,91,219059,418.1540
10,0.059206,71,165979,449.9369
11,0.048406,61,114865,575.1805
12,0.169346,143,334693,428.7433
13,0.059422,64,149493,368.7692
14,0.279633,196,476870,620.4074
15,0.116767,111,280570,361.9084
16,0.162361,137,331293,493.0846
17,0.045203,58,138842,427.6800
18,0.069474,81,191971,457.8492
19,0.064133,76,178844,533.7497
20,0.013259,23,53036,195.8627
21,0.065608,78,177741,455.6562
22,0.066200,79,191641,516.4079
23,0.014837,20,45345,229.0132
24,0.177836,134,331225,456.4110
25,0.085748,88,217303,397.7581
26,0.053135,60,131253,407.4688
27,0.111321,111,265973,478.4731
28,0.228375,175,418137,568.2858
29,0.051993,66,161320,419.7580
30,0.051609,62,141886,360.9188
31,0.125811,121,269734,583.2634
32,0.114696,113,283569,505.8375
33,0.009005,14,37823,212.2693
34,0.128027,124,289806,554.4165
35,0.060423,75,168744,478.8107
36,0.106321,107,244142,421.1359
37,0.028746,39,83025,472.4833
38,0.036179,45,105794,364.7408
39,0.067911,77,191052,420.6859
40,0.044449,53,121421,346.2914
41,0.089269,97,236333,578.8187
42,0.059523,71,172131,440.5457
43,0.130007,124,279029,416.3979
44,0.080016,82,198210,470.8613
45,0.055571,68,156573,438.0759
46,0.015358,24,19685,202.9151
47,0.043779,60,126506,552.5891
48,0.026715,32,77531,334.0704
49,0.064211,71,177650,515.9713
50,0.063112,74,193333,429.7168
51,0.010727,15,31704,263.6604
52,0.033223,43,98857,362.5049
53,0.077101,86,191038,411.8306
54,0.098439,104,268557,399.6790
55,0.085385,96,218244,446.3849
56,0.027718,38,83234,416.1063
57,0.191400,155,362841,369.8906
58,0.031386,41,90742,442.4610
59,0.045318,55,127743,377.5066
60,0.098944,102,232685,376.9551
61,0.058256,68,161418,319.1602
62,0.169621,144,343246,491.8959
63,0.092139,96,222449,642.3387
64,0.010116,14,37890,258.5811
65,0.063631,70,167326,432.3162
66,0.106715,97,242685,458.5116
67,0.055119,67,155469,379.2750
68,0.093489,102,248818,449.3026
69,0.038290,53,121523,344.7660
70,0.009502,16,34491,305.3276
71,0.072641,81,206033,435.4938
72,0.061077,72,178055,430.9639
73,0.091694,97,229108,380.1744
74,0.023202,29,62836,440.7043
75,0.081029,84,210159,442.3541
76,0.226009,176,403973,342.2271
77,0.055050,67,158702,426.1530
78,0.099674,108,242216,543.3292
79,0.086450,90,212331,467.9812
80,0.044002,58,141073,467.0980
81,0.048501,60,147339,452.2093
82,0.078725,82,204361,405.8089
83,0.087404,96,237509,416.7453
84,0.031705,44,107174,226.4669
85,0.014662,20,39790,316.7435
86,0.039754,51,133909,339.7857
87,0.120185,116,264889,444.3739
88,0.033158,40,102226,344.4100
89,0.029944,38,81610,344.0092
90,0.018311,29,61308,442.2211
91,0.010572,17,37441,345.6794
92,0.028537,40,102046,398.2870
93,0.079168,79,199894,443.9916
94,0.084347,86,219475,446.9335
95,0.051686,61,150286,438.4314
96,0.060035,70,172078,384.1870
97,0.035680,45,101170,439.9167
98,0.075287,85,188157,448.6444
99,0.199167,150,365596,405.3157
100,0.051149,61,142782,371.7744
