Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,100.00%,100/100,-,-
MIN,0.009818,15.00,61358.00,2.6053
AVG,0.023149,23.08,89318.63,3.2890
MEDIAN,0.021133,22.00,86291.50,3.2640
MAX,0.056429,39.00,148927.00,5.7313
STDEV,0.007961,4.43,16549.02,0.4117

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.016546,20,75899,2.6053
2,0.026834,24,93744,3.5519
3,0.018487,20,77418,3.2431
4,0.020135,22,83952,3.4800
5,0.024621,25,95744,3.5821
6,0.025905,24,92091,3.4055
7,0.019386,21,82924,2.6357
8,0.018041,20,78581,2.7816
9,0.012010,18,70094,3.3649
10,0.019541,21,83202,3.2865
11,0.025524,24,91769,3.3728
12,0.025577,23,87586,2.8239
13,0.013429,17,67625,2.7774
14,0.014113,19,74839,3.1288
15,0.020366,22,86221,3.2489
16,0.022504,22,84832,2.7934
17,0.033581,30,111443,3.4870
18,0.020166,21,81645,2.9498
19,0.023871,24,90756,3.4075
20,0.027830,25,94093,3.7029
21,0.019505,20,76819,2.9359
22,0.056429,39,148927,5.7313
23,0.029033,23,90078,3.1393
24,0.026881,23,88791,3.5899
25,0.034990,29,110732,3.5133
26,0.009818,16,62447,3.3533
27,0.025201,23,89493,3.7124
28,0.021724,23,88332,3.3701
29,0.025828,25,95338,3.4236
30,0.023063,23,88018,3.0839
31,0.015716,19,72953,2.9156
32,0.015831,19,74416,3.3259
33,0.028184,27,106878,3.3693
34,0.020166,22,86721,3.2313
35,0.017121,20,77324,3.7932
36,0.022038,23,90004,3.3614
37,0.018717,21,79845,3.4064
38,0.022010,22,87103,2.9223
39,0.013375,19,71332,2.9010
40,0.033491,30,117929,3.7502
41,0.032375,27,104272,3.7077
42,0.020429,22,85542,3.3404
43,0.031971,28,107161,3.7283
44,0.023930,23,89936,2.8063
45,0.017711,20,79100,3.6271
46,0.024158,24,92558,3.8646
47,0.020273,22,85332,3.6097
48,0.026766,25,94527,3.1498
49,0.015488,18,68808,2.7851
50,0.020360,22,84374,2.9607
51,0.016027,19,74540,2.9188
52,0.020065,22,86574,3.2926
53,0.020486,22,84207,3.5245
54,0.020546,21,81938,4.0982
55,0.019560,21,82524,3.2188
56,0.031757,29,111137,3.6316
57,0.022395,23,89543,3.1426
58,0.017299,19,74977,2.7645
59,0.014431,19,74696,3.2235
60,0.018723,21,83197,3.0815
61,0.014824,19,74961,3.0106
62,0.014493,18,70702,3.3459
63,0.013275,17,66169,3.2527
64,0.040240,32,123956,3.6556
65,0.017113,19,75843,2.9746
66,0.025483,24,93119,3.1893
67,0.017033,19,72419,2.9839
68,0.044667,36,137382,4.2851
69,0.023147,24,92411,3.4482
70,0.037661,32,124362,3.0257
71,0.018591,21,82805,3.0743
72,0.021394,20,78157,2.8863
73,0.026510,26,100764,3.4741
74,0.015472,20,77185,3.5490
75,0.019845,22,85555,3.0648
76,0.024364,24,92797,3.2474
77,0.017008,20,78587,3.0582
78,0.026550,26,98477,3.8805
79,0.032374,27,103219,3.4750
80,0.027774,27,100388,3.4231
81,0.040630,32,123459,3.8526
82,0.021531,22,86360,3.3390
83,0.040637,33,126502,3.3190
84,0.029383,27,102211,2.7468
85,0.017859,19,73656,2.7864
86,0.019279,21,80729,3.1833
87,0.015940,20,78503,3.2286
88,0.011717,16,64272,2.9800
89,0.018120,21,79987,3.2104
90,0.031689,27,104312,3.5831
91,0.020871,22,86223,3.0575
92,0.011658,15,61358,3.1373
93,0.031470,28,108101,2.8686
94,0.025156,26,100052,3.4883
95,0.028239,28,106359,3.4339
96,0.018366,20,78742,2.6916
97,0.026642,24,90954,3.2753
98,0.027393,25,98644,3.2188
99,0.015735,19,73606,2.9109
100,0.042388,35,135694,3.3498
