Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,100.00%,100/100,-,-
MIN,0.002506,3.00,27257.00,148.4099
AVG,0.002891,3.33,29706.26,163.0670
MEDIAN,0.002651,3.00,28401.00,160.4304
MAX,0.009867,12.00,65852.00,210.2714
STDEV,0.000807,1.03,4366.92,11.0575

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.003338,4,33492,177.1491
2,0.002828,3,28567,158.7246
3,0.004470,5,37460,177.2653
4,0.002554,3,28356,157.8731
5,0.002631,3,28375,155.0847
6,0.002506,3,27712,155.3876
7,0.009867,12,65852,210.2714
8,0.003247,4,31810,185.2398
9,0.003281,4,32213,165.2947
10,0.002654,3,28711,150.5868
11,0.003151,4,32813,169.3967
12,0.002576,3,29033,169.8123
13,0.004799,6,40561,179.3404
14,0.002616,3,28600,168.3249
15,0.002606,3,28670,148.4099
16,0.003251,4,32336,174.8170
17,0.002613,3,27866,165.0118
18,0.003327,4,32822,158.8332
19,0.002598,3,27488,155.0117
20,0.003151,4,32491,184.2471
21,0.002851,3,29158,159.6782
22,0.002612,3,29241,161.2105
23,0.003266,4,33495,167.7861
24,0.002843,3,27763,164.0704
25,0.003248,4,33355,192.3595
26,0.002780,3,28401,156.3849
27,0.002570,3,27257,162.7780
28,0.003844,5,36731,191.5470
29,0.002763,3,28507,155.4367
30,0.002544,3,28401,157.4707
31,0.002614,3,28562,169.8218
32,0.002599,3,28335,157.9097
33,0.002680,3,28846,165.6350
34,0.002551,3,27951,158.3949
35,0.002571,3,28080,168.6455
36,0.002731,3,28785,158.0684
37,0.003268,4,33364,207.9442
38,0.002585,3,28587,160.4656
39,0.003323,4,32838,178.1703
40,0.002609,3,27518,163.5527
41,0.002676,3,28270,160.7955
42,0.002628,3,27926,161.9121
43,0.002646,3,28326,159.8918
44,0.004272,5,37395,179.8655
45,0.003599,4,32344,160.6298
46,0.002636,3,29010,153.4440
47,0.002674,3,28066,150.2983
48,0.002650,3,28728,157.3961
49,0.002531,3,28667,155.2875
50,0.002671,3,28473,164.4372
51,0.002593,3,28666,159.4511
52,0.002582,3,28877,157.0813
53,0.003306,4,32153,182.0878
54,0.002800,3,27926,156.6907
55,0.002581,3,27963,152.4903
56,0.002652,3,28164,156.4851
57,0.002719,3,27967,163.0770
58,0.002554,3,28965,150.1090
59,0.002822,3,27765,159.2858
60,0.002654,3,28218,164.9983
61,0.003230,4,32199,174.8908
62,0.002568,3,27611,148.7588
63,0.002643,3,28233,155.3047
64,0.002719,3,28954,159.5276
65,0.002622,3,27855,156.5061
66,0.002552,3,28585,171.6902
67,0.002528,3,27851,154.4489
68,0.002870,3,28323,152.7168
69,0.003187,4,32561,166.9258
70,0.002992,3,28460,161.7449
71,0.002676,3,28186,161.3908
72,0.002597,3,28361,158.4232
73,0.002702,3,28752,155.8339
74,0.002600,3,28270,165.9440
75,0.002700,3,28265,163.9296
76,0.002603,3,27964,162.8144
77,0.002972,3,28136,161.2215
78,0.002618,3,28251,156.1002
79,0.002534,3,28659,152.8585
80,0.002670,3,28010,157.5889
81,0.002643,3,28323,155.0672
82,0.002738,3,27919,159.8876
83,0.002584,3,28012,150.4396
84,0.002584,3,28290,163.2314
85,0.002642,3,28705,154.2460
86,0.002819,3,27917,165.7541
87,0.002646,3,28045,162.8072
88,0.002638,3,28751,165.4714
89,0.002545,3,27416,160.3951
90,0.002842,3,28600,164.7990
91,0.002634,3,28076,158.0637
92,0.002569,3,27723,149.9345
93,0.002614,3,27805,155.2365
94,0.002594,3,28143,155.8120
95,0.002739,3,28134,161.6397
96,0.002808,3,28420,161.1129
97,0.002586,3,27944,157.8443
98,0.002643,3,28099,153.2245
99,0.002618,3,28095,157.8777
100,0.002859,3,28451,166.1084
