Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,100.00%,100/100,-,-
MIN,0.007754,8.00,16784.00,167.5760
AVG,0.025646,25.18,41808.17,224.0486
MEDIAN,0.019537,22.00,37600.50,219.7254
MAX,0.132840,95.00,135382.00,328.0049
STDEV,0.020451,15.12,21595.01,31.9778

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.016671,18,29744,223.7908
2,0.009540,10,18912,208.7688
3,0.022987,25,40352,207.7128
4,0.019231,20,33675,222.8146
5,0.011754,11,21266,209.9674
6,0.021839,24,40852,220.9942
7,0.024665,25,41585,312.5584
8,0.037790,35,54976,224.6122
9,0.037051,34,52825,224.1877
10,0.011628,11,22263,209.6694
11,0.025967,25,42868,231.4290
12,0.026197,26,44476,201.9981
13,0.033443,32,50961,263.2608
14,0.031702,30,50676,257.3335
15,0.025432,27,46557,227.8503
16,0.011196,12,22081,198.1197
17,0.013901,16,28551,189.5716
18,0.022393,24,41592,243.9943
19,0.019653,22,37712,232.3488
20,0.017021,19,35100,221.1590
21,0.013038,15,27195,184.6178
22,0.009736,10,18823,186.8795
23,0.032109,32,51890,243.1556
24,0.040304,40,61681,238.3933
25,0.012600,14,25096,226.4627
26,0.007754,8,16784,167.5760
27,0.018065,21,35007,206.7578
28,0.014565,16,29506,207.3502
29,0.038450,35,52861,205.6188
30,0.011391,11,21164,195.9064
31,0.013003,14,24496,205.7081
32,0.009797,10,18832,201.7494
33,0.016324,19,32192,252.8529
34,0.040962,40,64631,275.6799
35,0.098755,76,105429,255.4460
36,0.019340,22,37936,230.4398
37,0.030791,32,48918,222.2796
38,0.019849,22,40001,255.5687
39,0.011530,13,22973,197.5821
40,0.027799,30,47824,232.6482
41,0.027167,28,49135,195.6627
42,0.009092,10,20383,173.1277
43,0.010144,12,25196,199.2334
44,0.010251,10,18598,219.4516
45,0.012692,15,29615,219.3843
46,0.020759,24,38823,245.6804
47,0.021397,24,40336,230.0324
48,0.022107,25,41606,222.2670
49,0.019421,22,39377,217.3329
50,0.023278,26,44000,212.5419
51,0.009729,11,21546,205.0950
52,0.028317,28,44379,197.2814
53,0.016909,18,31975,228.1745
54,0.008665,9,18213,185.0556
55,0.020908,23,37489,246.2931
56,0.017757,20,35899,210.8145
57,0.015475,18,30285,233.9229
58,0.012297,14,25922,193.8755
59,0.033155,34,50784,264.8412
60,0.017569,21,33893,238.7783
61,0.034515,36,50986,284.9613
62,0.011103,10,18601,185.9438
63,0.015566,16,29994,181.7459
64,0.018021,19,33609,201.1208
65,0.049297,46,70931,274.7224
66,0.022728,25,42404,209.1669
67,0.051522,46,75511,247.1211
68,0.016941,20,34565,206.9984
69,0.010490,11,23383,194.7333
70,0.040430,40,64823,210.4024
71,0.012103,14,25375,203.5078
72,0.020518,14,25405,201.8005
73,0.015038,17,27494,241.1133
74,0.056629,48,82823,288.7323
75,0.036146,36,62809,184.3882
76,0.016517,19,35530,209.4018
77,0.104517,73,116722,210.8748
78,0.024108,27,44583,219.9993
79,0.015300,19,32437,181.9189
80,0.011757,14,25071,197.1637
81,0.009657,11,20567,173.6861
82,0.064520,55,85111,235.8285
83,0.011290,13,23262,215.8136
84,0.030059,33,49440,260.9249
85,0.023022,26,44032,291.7831
86,0.025167,28,45048,243.4363
87,0.054568,49,70514,234.5515
88,0.068766,54,87442,296.0475
89,0.132840,95,135382,327.2384
90,0.009671,11,22211,202.7994
91,0.014139,17,29872,223.3202
92,0.009162,10,19344,198.9684
93,0.013467,16,28193,216.2679
94,0.015722,19,34554,240.7784
95,0.015107,17,29769,214.4366
96,0.022316,25,43340,248.4068
97,0.034628,37,56503,187.0086
98,0.033183,35,58850,238.4809
99,0.037577,39,64801,227.5985
100,0.073207,60,91809,328.0049
