Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,100.00%,100/100,-,-
MIN,0.002855,7.00,6887.00,2.2244
AVG,0.006037,14.24,14367.06,3.5371
MEDIAN,0.005693,12.00,12623.00,3.5679
MAX,0.013163,35.00,34232.00,5.2321
STDEV,0.002443,5.44,5303.34,0.6047

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.004278,13,12915,3.4410
2,0.008743,25,24121,5.2321
3,0.007683,10,10107,3.5820
4,0.004087,12,12140,3.1327
5,0.005703,12,11968,3.1612
6,0.003016,7,6887,2.5172
7,0.009305,16,15934,2.7308
8,0.003612,10,10286,3.6295
9,0.006075,15,14693,3.8693
10,0.007007,17,17221,4.3317
11,0.003458,10,10218,2.8147
12,0.006142,18,18095,4.1022
13,0.004636,11,11040,3.6303
14,0.003602,10,10284,3.7636
15,0.003054,8,8196,2.9895
16,0.005054,11,11591,3.4513
17,0.005695,12,11825,3.1837
18,0.007372,15,15044,3.1081
19,0.005923,12,12006,3.4439
20,0.012600,31,29883,4.0149
21,0.003254,9,9247,3.1458
22,0.013163,35,34232,3.6478
23,0.004633,13,13841,3.3307
24,0.006012,17,17472,3.9498
25,0.010502,26,26588,3.9295
26,0.003180,9,9289,2.8969
27,0.008541,18,18247,5.0753
28,0.010372,19,19887,3.5077
29,0.011930,25,25057,2.7559
30,0.003661,10,10523,3.6368
31,0.008129,14,14709,4.1595
32,0.005249,12,11646,3.7273
33,0.003523,10,10426,3.2212
34,0.005779,16,15485,3.9788
35,0.012864,34,33777,3.8658
36,0.004844,13,13505,3.9532
37,0.006854,14,14453,3.5632
38,0.004610,10,10408,3.3919
39,0.003836,11,11286,3.5346
40,0.004233,12,12725,3.6951
41,0.011868,23,22955,3.6904
42,0.003837,11,10851,3.8166
43,0.003242,9,9606,2.3593
44,0.005284,15,15156,4.4832
45,0.003488,10,9959,3.5725
46,0.006427,12,12202,3.2425
47,0.008238,17,17673,3.7012
48,0.003508,10,9817,3.6240
49,0.004455,12,12231,2.6600
50,0.005432,16,16816,3.0160
51,0.004341,13,13674,4.0591
52,0.003661,7,6992,2.2244
53,0.005225,12,12081,2.9622
54,0.008550,19,18923,3.1953
55,0.004909,12,12238,3.1523
56,0.005710,17,17558,3.8560
57,0.006084,12,12652,3.6062
58,0.007892,16,16135,3.0863
59,0.008187,17,16949,3.5807
60,0.006036,10,10023,3.1388
61,0.007156,15,15891,4.1228
62,0.006885,17,16461,3.9395
63,0.008582,19,18533,3.3082
64,0.007223,21,20313,4.2828
65,0.004250,12,12184,3.0814
66,0.007031,10,10159,2.9089
67,0.009787,17,16861,4.1085
68,0.004539,13,12878,3.8067
69,0.002971,8,8256,3.6305
70,0.006310,18,18018,3.8283
71,0.006040,18,19101,3.4535
72,0.008641,14,14716,3.3278
73,0.004911,12,12151,3.8672
74,0.006375,9,9401,3.2501
75,0.003665,9,9004,3.4374
76,0.002902,8,8320,2.9148
77,0.003476,10,10728,3.1689
78,0.003880,11,10678,3.0810
79,0.007917,15,16107,4.9250
80,0.003886,11,11695,3.6182
81,0.006869,12,12086,2.5913
82,0.004028,10,10115,2.9215
83,0.005595,16,16350,5.0251
84,0.004136,11,11473,2.9898
85,0.005559,12,12145,3.4387
86,0.008358,19,18733,4.2260
87,0.004036,11,10414,4.0248
88,0.003266,9,9358,2.8687
89,0.009013,20,19363,4.6464
90,0.005028,10,9902,3.0596
91,0.005691,17,16646,4.7017
92,0.003532,10,9589,3.6068
93,0.006225,15,15011,4.2207
94,0.006512,12,11974,2.6380
95,0.006043,18,17988,4.4208
96,0.002855,7,7557,2.8014
97,0.008777,25,24828,2.3387
98,0.009854,24,23587,3.5985
99,0.004632,13,12594,3.1523
100,0.008685,14,13790,4.2488
