Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,100.00%,100/100,-,-
MIN,0.002581,9.00,18080.00,1.5094
AVG,0.006631,18.79,34974.68,1.9456
MEDIAN,0.005869,18.00,32308.00,1.7329
MAX,0.018722,43.00,76484.00,3.0913
STDEV,0.003134,7.38,12209.22,0.4222

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.003998,13,25729,1.7932
2,0.003638,13,25957,1.8575
3,0.005623,18,31050,2.2722
4,0.010181,22,37935,1.5793
5,0.007430,13,26782,1.5891
6,0.003849,13,26488,1.6331
7,0.005384,16,30591,1.5238
8,0.003163,11,22138,1.6472
9,0.004655,16,30553,1.7906
10,0.008980,30,51572,3.0192
11,0.006817,15,29233,1.6536
12,0.003397,12,23911,1.8444
13,0.004167,12,23281,1.5829
14,0.012851,35,59150,2.6326
15,0.018722,43,76484,2.2718
16,0.005594,18,34903,1.7399
17,0.003066,11,22615,1.6544
18,0.004121,13,25174,1.6207
19,0.014095,38,67885,1.8202
20,0.007729,20,38026,2.6976
21,0.003931,12,24670,1.5731
22,0.003871,12,23577,1.6083
23,0.005692,11,21924,1.6299
24,0.003231,12,24422,1.5647
25,0.011902,27,47711,2.7485
26,0.004822,17,28517,2.3254
27,0.007177,26,46952,2.0746
28,0.004391,13,24732,1.5956
29,0.004190,15,26810,1.5884
30,0.005944,21,36298,2.4902
31,0.005794,19,35465,1.6467
32,0.003598,11,23461,1.7258
33,0.012225,29,52471,1.6557
34,0.008155,19,34556,2.3325
35,0.003543,13,23732,1.5094
36,0.006420,21,37095,1.6749
37,0.005181,10,20403,1.5813
38,0.005107,18,32024,2.4401
39,0.011480,27,47375,2.1957
40,0.005254,19,34393,2.4560
41,0.006337,22,42627,1.9489
42,0.004303,15,28702,1.9433
43,0.002581,9,19332,1.6312
44,0.006482,22,40505,2.3297
45,0.006473,22,38299,2.7061
46,0.009427,26,53534,2.0489
47,0.016776,42,70065,2.7040
48,0.005706,12,23061,1.6935
49,0.005724,16,32455,1.5915
50,0.003225,11,23564,1.7719
51,0.004361,16,30829,1.6287
52,0.003897,14,27463,1.6011
53,0.004865,14,28882,1.6524
54,0.009906,23,41038,2.4279
55,0.005151,18,35449,1.9069
56,0.006119,21,38201,2.1740
57,0.008479,21,40211,2.0219
58,0.003721,13,25531,1.5868
59,0.009866,20,35594,1.6195
60,0.007848,19,35133,1.6926
61,0.004750,14,28374,1.7654
62,0.010617,24,43231,2.5265
63,0.006453,12,24963,1.6055
64,0.007995,27,49124,2.7869
65,0.003504,12,23686,1.5277
66,0.006349,22,39974,1.8690
67,0.006663,21,36444,2.8647
68,0.009177,28,51947,2.7452
69,0.004406,12,25563,1.7205
70,0.006375,20,37165,1.6121
71,0.006995,17,32357,1.8839
72,0.014516,37,67157,2.3899
73,0.005640,15,28226,1.6380
74,0.003019,11,21090,1.6920
75,0.007202,14,26888,1.6354
76,0.008262,21,41663,1.6773
77,0.009848,31,54849,2.0953
78,0.005549,13,24841,1.5783
79,0.009485,24,41491,1.9643
80,0.010319,31,53350,1.8548
81,0.003540,11,23154,1.5828
82,0.007213,25,46947,3.0913
83,0.006059,12,23615,1.5812
84,0.008457,28,51664,2.6432
85,0.006543,20,39257,1.6082
86,0.003014,9,18080,1.5974
87,0.011903,28,49441,2.7878
88,0.003590,13,24113,1.7080
89,0.007783,16,30039,1.6175
90,0.006353,20,35348,1.6037
91,0.005032,18,33004,1.7551
92,0.010492,34,61160,2.7433
93,0.010145,19,34804,1.6580
94,0.004397,16,29406,2.3671
95,0.003236,12,23025,1.5956
96,0.006358,21,35832,2.4164
97,0.005427,19,38011,1.7914
98,0.003719,13,26189,1.6755
99,0.008638,18,32259,2.2849
100,0.003456,11,23217,1.7005
