Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,100.00%,100/100,-,-
MIN,0.001106,3.00,3260.00,1.4885
AVG,0.003057,8.60,9521.16,2.0090
MEDIAN,0.002451,8.00,8645.50,1.9322
MAX,0.010426,29.00,30239.00,2.9695
STDEV,0.001654,4.95,5032.03,0.3293

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.002314,8,9161,2.1362
2,0.003833,8,8849,2.0345
3,0.003344,9,10055,1.9207
4,0.001358,4,4552,1.6487
5,0.003284,7,7688,2.1834
6,0.001106,3,3790,1.5289
7,0.002585,6,6756,1.4885
8,0.001913,6,6673,1.7951
9,0.001584,4,4709,1.6267
10,0.001989,6,7041,1.7811
11,0.001777,6,6812,1.8680
12,0.003153,8,8816,1.8235
13,0.007456,14,15350,2.1175
14,0.001734,6,6784,1.8790
15,0.002331,9,10439,1.8136
16,0.003939,15,15683,2.8533
17,0.006383,15,15974,2.4318
18,0.001378,4,4606,1.7431
19,0.005577,5,5441,2.0492
20,0.002533,8,9109,1.9310
21,0.001627,4,4575,1.8265
22,0.001660,5,5960,1.7625
23,0.002802,6,7384,2.2892
24,0.001894,6,6841,2.0342
25,0.001742,4,4459,1.7851
26,0.002387,9,9813,1.8048
27,0.002276,8,8989,2.2932
28,0.001736,6,6923,2.2678
29,0.003979,11,11435,2.3148
30,0.002547,10,10922,2.3071
31,0.004459,10,11158,1.6365
32,0.002163,8,9333,2.4616
33,0.001752,5,5409,2.0920
34,0.001917,7,7948,1.9084
35,0.002619,6,6891,1.6328
36,0.002129,8,9342,1.7183
37,0.005373,6,6576,2.2267
38,0.001153,3,3260,1.5779
39,0.004192,13,14439,2.5892
40,0.001936,7,7976,2.1343
41,0.002034,5,5748,1.9334
42,0.001963,7,7735,1.8193
43,0.004812,6,6857,1.8416
44,0.001677,5,6500,1.8035
45,0.001858,6,6807,1.7487
46,0.001723,4,4933,1.7751
47,0.002621,4,4751,1.6348
48,0.007026,19,20132,1.5821
49,0.005499,23,23069,2.5840
50,0.001757,5,6226,2.0819
51,0.001373,4,4934,1.8136
52,0.001324,4,4613,1.7705
53,0.002429,8,8475,2.0730
54,0.005607,24,24643,2.6719
55,0.003804,13,14580,2.1067
56,0.003033,11,12329,2.4437
57,0.001637,5,5916,1.7550
58,0.003414,6,6928,1.9107
59,0.004745,12,13346,1.9822
60,0.004322,12,12740,2.6079
61,0.001671,5,5850,1.8800
62,0.007135,29,30239,2.4070
63,0.001435,4,4829,1.7368
64,0.001866,5,5920,1.9578
65,0.003434,8,9077,2.4172
66,0.004048,10,10848,2.3181
67,0.005167,8,9082,2.2108
68,0.004926,17,17939,1.9036
69,0.002163,7,8122,2.0348
70,0.002281,8,9077,1.7885
71,0.002998,11,12191,1.9123
72,0.002538,9,10144,1.9608
73,0.010426,24,25241,2.8150
74,0.003303,12,13210,1.7734
75,0.002038,7,8138,1.8587
76,0.002170,8,9431,2.0882
77,0.002955,9,9831,1.5817
78,0.001589,5,5881,2.0244
79,0.001180,3,3728,1.5589
80,0.002840,9,9773,1.9799
81,0.001754,3,3380,1.5471
82,0.002471,4,4663,1.7511
83,0.001566,5,6251,1.6016
84,0.004459,15,15848,2.9695
85,0.003615,8,8975,2.6729
86,0.001907,6,6518,1.6405
87,0.003116,11,12078,2.5809
88,0.002303,8,9063,1.9892
89,0.002318,8,9045,2.0538
90,0.004332,5,5576,1.6590
91,0.005290,14,14987,2.0594
92,0.003977,16,16962,1.8004
93,0.005172,13,13749,2.2203
94,0.001536,4,4773,1.6865
95,0.005370,13,14043,2.2057
96,0.002376,8,9164,2.2406
97,0.002430,9,9786,1.8727
98,0.005197,11,12353,1.9932
99,0.004923,20,21255,2.7302
100,0.002813,5,5913,2.1585
