Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,96.00%,96/100,-,-
MIN,0.043462,63.00,52287.00,205.0688
AVG,0.387128,510.33,258460.65,488.1303
MEDIAN,0.337903,418.00,247613.00,492.7088
MAX,1.712547,2492.00,484902.00,713.3276
STDEV,0.258873,369.73,103367.05,97.1079

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.339539,457,293534,570.6679
2,0.097135,134,150900,393.8806
3,0.440411,513,470373,581.7999
4,0.378804,513,235079,630.1816
5,0.281359,355,291628,482.7349
6,0.684396,887,354706,633.1097
7,1.295853,1798,447014,520.2946
8,1.712547,2492,227723,673.8644
9,0.536732,696,405446,673.1436
10,0.671990,919,368606,503.7594
11,0.217697,291,248850,302.5520
12,0.298277,430,85949,574.0589
13,0.309679,369,365234,600.9185
14,0.239365,302,179100,713.3276
15,0.212959,265,223647,427.0590
16,0.566996,798,277621,515.0331
17,0.277375,313,313336,399.1332
18,0.249092,310,208772,563.4535
19,0.226159,292,267380,357.2993
20,0.527066,740,242999,402.8417
21,1.107761,1624,283549,491.7790
22,0.216240,294,110169,397.6221
23,0.479487,588,356775,558.8723
24,0.400401,546,232224,311.8564
25,0.177585,227,245601,445.0134
26,0.383522,519,288068,664.9778
27,0.234542,279,254146,526.4478
28,0.567423,684,397920,464.3004
29,0.450712,537,417614,638.4681
30,0.461988,518,471963,469.5819
31,0.808602,1083,281181,426.2453
32,0.703819,990,246376,546.3587
33,0.236197,304,206486,373.3636
34,0.905997,1266,303236,506.8073
35,0.206499,287,192574,520.1926
36,0.349233,498,207175,466.8817
37,0.062801,91,71309,289.1397
38,0.189907,242,144065,395.4335
39,0.294765,374,261741,385.7560
40,0.522455,633,451435,512.5730
41,0.109747,155,118871,446.4835
42,0.336268,365,390412,456.6175
43,0.248450,337,253595,507.5340
44,0.130680,186,125037,457.9160
45,0.296150,379,293746,435.7528
46,0.475809,505,496452,inf
47,0.465491,628,137310,535.5037
48,0.351691,398,365421,443.0495
49,0.353045,435,222436,508.1831
50,0.451667,560,350959,595.3611
51,0.624595,910,202740,443.2726
52,0.213825,274,288198,397.0632
53,0.210992,259,230732,553.1815
54,0.126920,186,76282,435.0298
55,0.126553,159,147327,385.5669
56,0.560940,660,416644,601.3858
57,0.393096,535,276153,606.4818
58,0.172573,215,197404,562.7913
59,0.524423,632,418040,506.0876
60,0.543172,743,233219,493.9715
61,0.343824,420,316214,643.1624
62,0.854569,1080,496159,inf
63,0.203166,254,289296,477.8524
64,0.573668,725,433820,496.8679
65,0.260678,321,287212,495.7656
66,0.394291,518,257035,532.4659
67,0.354321,401,347561,445.0614
68,0.345767,409,375878,467.7843
69,1.159553,1503,496192,inf
70,0.268225,338,201207,426.6116
71,0.139845,180,142118,335.1130
72,0.417969,538,355390,456.4540
73,0.505113,591,484902,605.3649
74,0.313194,416,233923,405.7331
75,0.668424,994,231745,466.0171
76,0.183306,231,210732,456.2126
77,0.279415,405,169215,481.4767
78,0.293481,403,117441,487.6645
79,0.528385,689,262391,549.7998
80,0.356026,491,118820,516.5961
81,0.528168,601,496918,inf
82,0.239944,338,184447,229.1768
83,0.577653,767,229635,582.3542
84,0.220775,299,189788,448.8547
85,0.447378,606,174084,456.7001
86,0.173220,224,169026,452.7548
87,0.126619,186,85675,511.3262
88,0.163952,213,209861,534.6758
89,1.039487,1473,263752,476.4177
90,0.155708,219,174695,531.7831
91,0.241944,287,293424,404.1372
92,0.043462,63,52287,247.3393
93,0.327064,430,240364,469.1522
94,0.084189,115,63471,493.6385
95,0.287442,378,195295,527.5416
96,0.398455,509,341517,594.5833
97,0.368266,438,324723,205.0688
98,0.297209,437,132908,514.0469
99,0.453295,547,409663,653.3585
100,0.525451,665,416677,499.5811
