Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,100.00%,100/100,-,-
MIN,0.001441,3.00,7014.00,1.4910
AVG,0.002927,6.51,14463.92,1.9204
MEDIAN,0.002660,6.00,13322.00,1.8748
MAX,0.007304,14.00,28790.00,2.9271
STDEV,0.001137,2.56,5143.07,0.2660

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.002798,8,17189,2.4319
2,0.003190,7,15915,1.9645
3,0.003135,6,13429,1.8777
4,0.001697,3,7014,1.5420
5,0.003955,4,9552,1.7327
6,0.001615,4,9998,1.5429
7,0.001441,3,7319,1.5102
8,0.001858,5,11398,1.8306
9,0.002946,3,7094,1.7619
10,0.005784,6,13305,1.7811
11,0.002614,7,14844,2.3333
12,0.004020,8,17230,1.8975
13,0.002223,6,13202,2.1794
14,0.002167,6,13127,1.7830
15,0.002430,6,13774,1.6383
16,0.001754,4,9295,1.6923
17,0.002199,4,9219,1.7033
18,0.003507,5,11124,1.6817
19,0.001913,4,9478,1.6214
20,0.003307,9,19276,1.9870
21,0.001868,5,11327,1.7772
22,0.002183,6,13677,2.0167
23,0.002574,6,13389,2.1646
24,0.007304,11,22731,2.1632
25,0.001987,4,9158,1.8280
26,0.002654,5,11826,1.7170
27,0.003971,13,28706,1.6101
28,0.002880,8,17779,2.3088
29,0.002819,8,17590,2.0889
30,0.003075,4,9338,1.6776
31,0.005953,10,22045,2.3270
32,0.003422,10,22090,2.9271
33,0.001663,4,9349,1.7058
34,0.003417,7,15212,1.9643
35,0.005484,5,11681,1.8256
36,0.003001,5,11626,1.9883
37,0.002936,8,17055,2.2316
38,0.002422,7,14742,1.8567
39,0.003658,7,16176,1.8720
40,0.001755,4,9592,1.6538
41,0.002084,6,13226,1.9149
42,0.001466,3,7298,1.5686
43,0.001859,5,11599,2.1236
44,0.002733,4,9337,1.6477
45,0.003423,11,23518,2.4980
46,0.002964,9,19567,2.1570
47,0.002469,4,9397,1.6348
48,0.003079,9,19299,1.8808
49,0.004226,9,18389,1.7904
50,0.004284,8,17459,2.3944
51,0.003839,12,25831,1.9710
52,0.005554,7,15213,2.0601
53,0.001824,5,11243,1.9302
54,0.003954,10,21681,2.4791
55,0.003030,4,9120,1.6931
56,0.001631,4,9855,1.7761
57,0.001723,4,9344,1.9164
58,0.002449,6,13527,1.9627
59,0.001861,5,11747,1.7122
60,0.002641,8,17551,2.0677
61,0.002027,5,11630,1.9310
62,0.003820,8,17515,2.5640
63,0.001618,4,9702,1.7790
64,0.002666,7,15350,2.1159
65,0.003835,12,24956,2.0984
66,0.003856,6,13245,1.9468
67,0.001601,4,9504,1.7505
68,0.002327,6,12831,1.8781
69,0.001908,5,11722,1.8327
70,0.003049,9,19201,2.5268
71,0.002725,8,17885,1.7140
72,0.002493,7,16109,2.1182
73,0.002094,6,13780,1.7112
74,0.001918,5,11805,1.8298
75,0.004274,11,23288,2.1046
76,0.001698,4,9336,1.7819
77,0.004762,5,11194,1.7239
78,0.003987,13,27198,2.0387
79,0.002460,7,15926,1.9949
80,0.002005,3,7825,1.6464
81,0.001583,4,9217,1.8915
82,0.005019,5,11466,1.7571
83,0.002092,5,11703,1.8248
84,0.005164,8,17379,2.0454
85,0.003431,11,23757,2.1307
86,0.003191,5,11395,2.1018
87,0.004487,14,28790,1.6514
88,0.003532,10,21671,2.3108
89,0.003806,12,25306,1.9402
90,0.004201,9,19483,1.7742
91,0.002621,6,13339,1.9093
92,0.002568,7,15177,1.8250
93,0.002269,6,13510,1.5957
94,0.003766,7,14788,2.4163
95,0.002394,4,8973,1.8123
96,0.001830,5,11749,1.9209
97,0.002011,5,11594,1.4910
98,0.002061,4,9807,1.6341
99,0.002035,5,11572,1.8561
100,0.002838,6,13642,1.6856
