Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,100.00%,100/100,-,-
MIN,0.001702,3.00,6336.00,151.1072
AVG,0.003679,8.27,13210.45,191.7475
MEDIAN,0.002860,6.00,10468.50,180.2574
MAX,0.012493,33.00,38123.00,534.3189
STDEV,0.002245,6.33,7040.51,45.9839

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.002200,4,7940,190.8582
2,0.003017,6,11263,171.3588
3,0.002968,6,10275,192.3849
4,0.004012,9,14639,224.6509
5,0.003855,9,13702,195.8545
6,0.002193,4,9351,158.7761
7,0.002204,4,8279,207.0258
8,0.002639,5,8798,207.2337
9,0.004777,11,17149,229.5572
10,0.004987,12,19381,277.2582
11,0.002162,4,8494,189.5881
12,0.001935,3,7042,154.2759
13,0.001855,3,7195,152.0968
14,0.005300,13,18809,203.9488
15,0.001718,3,7845,151.1072
16,0.001738,3,7544,153.1894
17,0.002565,5,10001,163.2721
18,0.002075,4,7945,172.5052
19,0.005525,14,18238,185.6549
20,0.002428,5,9270,207.4092
21,0.001801,3,6761,154.7587
22,0.005704,14,18352,293.2078
23,0.001703,3,7380,161.5524
24,0.009086,24,32203,241.4546
25,0.002185,4,8564,171.4663
26,0.004527,11,18145,238.1951
27,0.009118,23,28665,240.6056
28,0.001724,3,6820,159.3259
29,0.009406,25,32903,534.3189
30,0.003114,7,11803,185.7192
31,0.003206,7,12308,165.8318
32,0.002206,4,8664,174.6888
33,0.002530,5,8893,169.3895
34,0.003826,9,13990,217.3345
35,0.004498,11,14991,215.1804
36,0.004166,10,16668,193.6724
37,0.002243,4,7986,167.6194
38,0.001702,3,7730,154.9296
39,0.002661,5,9185,175.8158
40,0.003270,7,10565,188.5011
41,0.003497,8,13217,189.2665
42,0.001710,3,6946,157.6066
43,0.004873,12,16859,198.1476
44,0.002098,4,7617,163.6527
45,0.003128,7,12961,181.0618
46,0.003871,9,14593,182.9061
47,0.003402,7,11375,171.8916
48,0.006296,16,22047,201.9504
49,0.002152,4,8716,173.8625
50,0.002823,6,10876,161.1984
51,0.003376,7,11953,224.4664
52,0.001750,3,6978,165.6382
53,0.002518,5,7939,204.4089
54,0.001743,3,6713,156.2313
55,0.001711,3,7142,154.5997
56,0.008715,22,27502,190.6214
57,0.005691,14,20387,239.8881
58,0.002576,5,9727,204.7016
59,0.002413,5,9716,210.9548
60,0.005437,8,13669,232.5697
61,0.002174,4,7913,164.7421
62,0.009125,24,28719,251.3226
63,0.003503,8,11956,223.6448
64,0.002562,5,10372,168.2146
65,0.001770,3,7228,154.8116
66,0.005005,12,17511,204.6094
67,0.001716,3,6946,165.7485
68,0.004152,10,14088,205.6822
69,0.006996,18,24012,176.3119
70,0.006656,16,21444,166.7739
71,0.001887,3,7194,155.8753
72,0.002064,4,8528,172.5377
73,0.003630,8,13593,212.2695
74,0.004269,10,14758,192.1075
75,0.001797,3,7064,156.7075
76,0.010175,27,34954,171.9053
77,0.002133,4,8683,165.8524
78,0.004529,11,16386,184.0878
79,0.008839,23,29687,220.0871
80,0.004521,11,16215,224.2832
81,0.012493,33,38123,276.2786
82,0.002744,6,11162,169.6936
83,0.001804,3,7062,157.8477
84,0.002480,5,9745,163.3030
85,0.001830,3,7186,169.8938
86,0.001738,3,6336,154.4786
87,0.003120,7,12535,161.9573
88,0.003191,7,12757,176.2497
89,0.007910,20,27085,182.4260
90,0.004210,10,16064,163.6328
91,0.002436,5,10086,165.1864
92,0.004189,9,13822,184.6626
93,0.002436,4,8988,192.3245
94,0.006498,16,22077,250.9800
95,0.002481,5,9629,178.2365
96,0.002898,6,10240,223.7414
97,0.002130,4,8544,174.6203
98,0.001777,3,7249,163.7068
99,0.002183,4,9307,179.4531
100,0.003273,7,13128,191.3017
