Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,100.00%,100/100,-,-
MIN,0.001785,3.00,13383.00,148.9227
AVG,0.002751,4.63,17878.75,173.3463
MEDIAN,0.002310,4.00,16345.50,167.5213
MAX,0.011044,14.00,37778.00,323.3629
STDEV,0.001347,2.38,5084.70,22.7513

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.002310,4,16699,176.4546
2,0.003182,6,20935,152.3712
3,0.005206,10,26927,199.1240
4,0.001860,3,14283,155.8568
5,0.001847,3,14388,159.9515
6,0.002765,5,18923,168.8738
7,0.001785,3,13650,158.2368
8,0.003005,5,19021,186.9007
9,0.002254,4,16323,169.0500
10,0.002071,3,14496,162.4324
11,0.002339,4,15757,192.2440
12,0.002347,4,16480,169.4801
13,0.003651,7,23653,164.0668
14,0.002291,4,16094,158.2039
15,0.001945,3,14674,154.4402
16,0.002004,3,14303,151.5100
17,0.007090,14,37778,158.7207
18,0.002010,3,14762,162.0700
19,0.001814,3,13635,155.5475
20,0.003647,7,24028,200.7863
21,0.001934,3,14484,151.8329
22,0.002102,3,14575,156.4908
23,0.001973,3,14011,163.6892
24,0.002383,4,15975,180.4317
25,0.003351,6,20623,209.6115
26,0.002754,5,19247,172.9093
27,0.001921,3,14343,149.5366
28,0.002263,4,17482,154.3945
29,0.002510,4,17393,170.6914
30,0.001992,3,14639,160.5299
31,0.002815,5,18754,178.3116
32,0.001815,3,14321,155.1687
33,0.005536,11,31352,194.1735
34,0.003680,7,22221,192.5762
35,0.002291,4,16884,170.5647
36,0.002352,4,16997,201.2941
37,0.002719,5,19182,174.7902
38,0.002441,4,16184,172.4018
39,0.002023,3,13383,162.0719
40,0.002366,4,16465,191.4816
41,0.004045,8,24749,186.5496
42,0.001844,3,14274,150.8195
43,0.003233,6,21250,197.8153
44,0.002267,4,16038,161.7535
45,0.001866,3,14071,153.5592
46,0.003221,6,21552,167.4855
47,0.002909,5,18750,171.7053
48,0.002884,5,18430,174.6081
49,0.002284,4,16618,166.0066
50,0.002506,4,16396,166.8462
51,0.011044,3,14603,159.3007
52,0.002152,3,14283,160.3790
53,0.001970,3,14437,150.8172
54,0.002255,4,16189,195.9813
55,0.002082,3,14462,154.2116
56,0.002038,3,14739,158.8019
57,0.002338,4,16752,165.3617
58,0.001881,3,14237,158.9376
59,0.002511,4,17567,154.8091
60,0.002271,4,16568,169.5957
61,0.002391,4,16804,162.3623
62,0.002300,4,16586,195.9260
63,0.006453,13,35703,212.6021
64,0.003701,7,23222,212.6548
65,0.002140,3,14896,167.7866
66,0.002227,4,16067,181.7956
67,0.001877,3,14163,169.6853
68,0.005758,12,34076,173.1871
69,0.005515,11,30918,206.7151
70,0.004075,8,25931,172.5326
71,0.001983,3,14566,155.4940
72,0.001879,3,14452,175.1362
73,0.002366,4,17023,185.0595
74,0.001932,3,14595,166.4912
75,0.002790,5,18413,172.6432
76,0.002080,3,13904,165.9593
77,0.001928,3,14653,148.9227
78,0.002007,3,14464,156.2328
79,0.001906,3,14700,162.7531
80,0.002040,3,15210,167.5571
81,0.002396,4,16670,178.3162
82,0.003572,7,22703,194.5665
83,0.001951,3,14343,157.2619
84,0.002708,5,18456,192.5832
85,0.002933,5,19086,166.1210
86,0.002814,5,18625,192.7375
87,0.002326,4,16368,198.7636
88,0.001907,3,14611,157.1166
89,0.002854,5,18783,212.0408
90,0.002653,4,16919,168.0696
91,0.002783,5,18654,205.6724
92,0.001895,3,14354,151.4558
93,0.001874,3,13920,159.5403
94,0.001873,3,13926,153.9783
95,0.002441,4,15898,203.0971
96,0.005935,12,33815,323.3629
97,0.002309,4,16132,162.0909
98,0.002219,3,13678,164.7472
99,0.002032,3,14152,158.9919
100,0.004020,8,25147,177.9974
