Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,100.00%,100/100,-,-
MIN,0.002092,3.00,26729.00,150.3732
AVG,0.002821,4.09,33116.72,175.2740
MEDIAN,0.002421,3.00,29294.50,163.8622
MAX,0.007970,13.00,68819.00,484.2819
STDEV,0.001015,1.82,7831.85,37.9752

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.002374,3,28026,158.1188
2,0.002260,3,28920,158.0789
3,0.002112,3,28387,159.6141
4,0.002159,3,28154,157.9234
5,0.002563,4,32378,181.2893
6,0.002138,3,27898,158.9144
7,0.002506,3,27759,164.2887
8,0.003338,5,37148,165.6259
9,0.003397,5,38019,177.8947
10,0.003310,5,38098,209.5712
11,0.002704,4,33355,189.5881
12,0.003221,5,37211,201.6869
13,0.002205,3,28178,155.8381
14,0.006901,11,62153,236.9474
15,0.004946,8,50376,241.8813
16,0.002194,3,27815,153.1894
17,0.002499,3,28011,159.2900
18,0.002187,3,29283,163.3506
19,0.002122,3,26729,155.6705
20,0.002641,4,32746,214.3602
21,0.002161,3,28307,164.0132
22,0.002151,3,28830,162.8759
23,0.002877,4,32832,180.0173
24,0.003352,5,36823,171.7941
25,0.003197,5,38000,154.8231
26,0.002189,3,29306,158.2669
27,0.003127,5,37202,160.4797
28,0.002240,3,30046,160.5050
29,0.002113,3,29445,153.6422
30,0.002651,4,33215,175.8077
31,0.003986,6,42357,201.1215
32,0.002709,4,33214,172.1016
33,0.002149,3,27832,168.9838
34,0.002174,3,27889,160.4429
35,0.002198,3,28586,154.5051
36,0.002714,4,33805,160.3854
37,0.002135,3,28665,151.5173
38,0.002312,3,28476,155.4452
39,0.002372,3,27244,151.5364
40,0.002270,3,27909,163.3777
41,0.002777,4,32141,183.1285
42,0.003912,6,42312,168.1883
43,0.006028,10,58848,205.9972
44,0.002483,3,27866,159.5794
45,0.002275,3,28375,169.0835
46,0.002219,3,29193,157.9367
47,0.002137,3,27984,154.8452
48,0.003328,5,38238,152.9033
49,0.002137,3,28707,156.7553
50,0.003210,5,37212,170.4063
51,0.002161,3,28827,156.4027
52,0.002265,3,28302,169.0030
53,0.003298,5,35368,234.9943
54,0.002127,3,28151,157.2184
55,0.002200,3,28315,154.5997
56,0.003289,5,37427,207.8895
57,0.002803,4,33509,176.3719
58,0.002175,3,28593,169.3606
59,0.002624,4,32922,180.8333
60,0.002230,3,27752,152.6672
61,0.004388,7,45321,185.2592
62,0.003758,6,39796,181.7604
63,0.003411,5,38302,176.8602
64,0.002759,4,32606,177.5587
65,0.002243,3,28896,159.3897
66,0.005333,9,53467,270.7717
67,0.002239,3,28369,174.3786
68,0.002855,4,31392,179.0667
69,0.002588,4,32406,170.6687
70,0.002128,3,29007,150.3732
71,0.002225,3,27518,158.6362
72,0.002253,3,29530,158.3132
73,0.002193,3,29571,158.6092
74,0.002135,3,29248,160.2947
75,0.007970,13,68819,484.2819
76,0.002759,4,31088,163.3771
77,0.004282,7,46227,218.3844
78,0.002851,4,33672,178.7465
79,0.002295,3,29644,161.7710
80,0.003169,5,36597,203.8595
81,0.003196,5,36280,184.4540
82,0.002304,3,28115,158.7002
83,0.005006,8,51624,192.1800
84,0.002489,3,27503,161.8064
85,0.004412,7,46924,187.9643
86,0.002092,3,28517,163.7465
87,0.002154,3,27226,153.3213
88,0.002470,3,29152,162.8086
89,0.002328,3,27648,163.9779
90,0.003525,5,37123,185.4395
91,0.002226,3,28363,159.4864
92,0.002303,3,28950,173.0821
93,0.002197,3,27613,158.4834
94,0.002204,3,27911,169.5519
95,0.002375,3,27891,151.4945
96,0.002690,4,31968,202.3746
97,0.002467,3,27459,166.1994
98,0.002241,3,27790,155.4426
99,0.002243,3,28483,153.7556
100,0.002858,4,32987,167.8408
