Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,100.00%,100/100,-,-
MIN,0.002039,7.00,8629.00,1.4809
AVG,0.007568,23.79,24088.85,1.7382
MEDIAN,0.005397,18.50,19368.00,1.7279
MAX,0.037195,95.00,90619.00,2.4348
STDEV,0.005752,16.38,15050.33,0.1684

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.004128,17,17548,1.8724
2,0.006769,21,21319,1.8092
3,0.004578,12,13953,1.7514
4,0.003240,13,14388,1.5090
5,0.032025,90,83891,1.8202
6,0.004526,19,20136,1.7051
7,0.007153,23,22545,2.0284
8,0.005502,16,16698,1.8513
9,0.009073,17,16926,1.7242
10,0.016141,51,49836,1.6988
11,0.004743,14,15170,1.6321
12,0.003833,16,16899,1.7642
13,0.005731,21,21672,1.7397
14,0.004997,21,21309,1.7934
15,0.004361,10,12092,1.6897
16,0.009914,21,21441,1.9860
17,0.002039,7,8629,1.5251
18,0.009174,25,25262,1.7671
19,0.019555,66,62387,1.8588
20,0.007218,29,27640,2.1888
21,0.003969,15,15710,1.7907
22,0.002847,10,11437,1.6885
23,0.007249,14,15251,1.7565
24,0.008030,32,31749,1.9110
25,0.003030,12,13333,1.7822
26,0.015175,47,44262,1.8004
27,0.011141,31,29777,1.5802
28,0.004820,20,20354,1.7919
29,0.004988,20,20302,1.7602
30,0.028665,82,78123,1.6189
31,0.003704,8,9420,1.6737
32,0.008236,23,23621,1.8427
33,0.012096,32,30645,1.5803
34,0.004942,17,17938,1.7788
35,0.003448,13,14680,1.5666
36,0.004507,18,18831,1.5086
37,0.005108,19,19998,1.7031
38,0.010077,41,39442,1.7789
39,0.004200,17,18031,1.8224
40,0.002560,9,10484,1.7276
41,0.010650,24,23393,1.7387
42,0.009861,22,22154,1.7473
43,0.006039,16,17151,1.4907
44,0.009854,38,37983,1.8040
45,0.003811,14,15192,1.5707
46,0.003232,12,12951,1.5721
47,0.004612,19,19697,1.7989
48,0.005615,22,22765,1.5510
49,0.006396,20,21027,1.6936
50,0.005000,12,13333,1.5707
51,0.005196,19,19926,1.6957
52,0.008165,15,15799,1.7617
53,0.010420,33,32232,1.7354
54,0.005029,14,15193,1.5653
55,0.007733,15,16642,1.6194
56,0.006985,30,29748,1.9871
57,0.004320,16,17292,1.6065
58,0.013359,44,43194,1.7354
59,0.006640,16,17012,1.6345
60,0.004906,12,13309,1.5479
61,0.013265,37,35997,1.7851
62,0.010673,26,26198,1.8182
63,0.004064,16,17317,1.4809
64,0.003644,9,10192,1.6677
65,0.003209,10,11789,1.6078
66,0.004533,18,18721,1.8008
67,0.037195,95,90619,2.0132
68,0.004058,15,16259,1.6678
69,0.003241,12,13437,1.5883
70,0.007290,18,19254,1.5577
71,0.004672,12,13240,1.6494
72,0.008410,26,25651,1.6235
73,0.004147,17,18480,1.6851
74,0.013099,44,42207,1.5645
75,0.003390,14,15365,1.7940
76,0.007304,28,26694,2.2138
77,0.003035,10,11774,1.5629
78,0.002828,11,12373,1.6265
79,0.013146,49,46622,1.7850
80,0.012687,37,36672,1.7755
81,0.003136,12,13667,1.5742
82,0.003879,11,12448,1.5594
83,0.009137,33,32884,1.8372
84,0.008206,20,20270,1.8688
85,0.006955,17,17148,1.7281
86,0.011127,45,43463,1.7197
87,0.005002,19,19482,1.7843
88,0.018982,66,64104,2.3248
89,0.011214,27,27079,2.4348
90,0.009337,30,30266,1.9070
91,0.008081,30,29761,1.5997
92,0.006385,24,24160,2.0743
93,0.002698,10,11325,1.6552
94,0.012594,33,32827,1.6746
95,0.004009,16,16772,1.6790
96,0.004634,18,18465,1.7478
97,0.004754,17,18769,1.6795
98,0.003341,13,14051,1.8799
99,0.002866,10,11779,1.5260
100,0.005292,22,22182,1.6985
