Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,100.00%,100/100,-,-
MIN,0.007896,18.00,35742.00,2.6790
AVG,0.017140,31.46,60490.47,3.4126
MEDIAN,0.014882,29.50,56502.00,3.3810
MAX,0.049640,67.00,126994.00,4.5058
STDEV,0.007879,9.54,17951.95,0.2927

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.018858,37,71278,3.4267
2,0.016454,35,67395,3.3940
3,0.010764,26,49438,3.5582
4,0.012209,27,51282,3.4714
5,0.014800,30,57079,3.5726
6,0.014867,29,54690,3.1842
7,0.026305,43,81686,4.1676
8,0.011040,21,41235,2.9164
9,0.010546,19,37330,3.4504
10,0.012049,29,56674,3.2131
11,0.013263,25,48087,3.2990
12,0.014887,26,49774,3.3102
13,0.015270,32,62701,3.5541
14,0.012372,30,57691,3.5594
15,0.015336,28,55104,3.5038
16,0.038292,55,105076,4.2231
17,0.029959,44,81848,3.8555
18,0.013224,22,43434,2.9273
19,0.010588,25,45783,3.4162
20,0.016324,34,63932,3.5161
21,0.024390,41,77636,3.3721
22,0.014915,24,46977,2.9902
23,0.007896,19,37631,3.2449
24,0.017199,35,67736,3.8843
25,0.025454,42,81421,3.4937
26,0.018556,35,66792,2.6790
27,0.046383,59,111477,3.3196
28,0.013462,23,44100,2.9515
29,0.021173,40,75048,3.2151
30,0.011891,27,51347,3.2500
31,0.013689,28,54417,3.5082
32,0.012302,24,46273,3.2926
33,0.018354,36,70065,3.7990
34,0.015915,29,56061,3.8232
35,0.009699,24,46175,3.1524
36,0.015978,29,55516,3.3212
37,0.012703,26,50796,3.0617
38,0.020010,35,66838,3.4801
39,0.019723,36,69469,3.7956
40,0.021193,39,74628,3.3607
41,0.014912,30,56335,3.4460
42,0.010080,19,37829,3.3899
43,0.036480,47,89375,3.9283
44,0.019704,38,72934,3.4221
45,0.013849,27,52543,3.8553
46,0.011621,23,43466,3.2450
47,0.012222,24,47853,3.0648
48,0.016350,34,65461,3.5974
49,0.025257,41,79756,3.2776
50,0.025123,44,83688,3.1980
51,0.015457,32,62545,3.4544
52,0.010662,18,35742,3.2025
53,0.009676,24,47140,3.3471
54,0.032140,50,96364,4.5058
55,0.035971,55,104009,3.3500
56,0.011633,23,44870,3.7153
57,0.012437,24,46992,3.2134
58,0.014694,32,61661,3.5461
59,0.014103,26,49771,3.4460
60,0.015024,33,62693,3.3082
61,0.020237,34,65436,3.4532
62,0.032195,50,96491,3.3354
63,0.021017,33,64689,3.9897
64,0.010074,24,45717,3.1962
65,0.013143,27,52472,3.4675
66,0.010270,24,45984,3.3144
67,0.013546,24,46466,3.2736
68,0.022352,40,74528,3.7674
69,0.011182,27,51954,3.2047
70,0.009142,22,42566,2.9985
71,0.016171,33,64619,3.2859
72,0.009696,23,44762,3.7334
73,0.013459,22,43621,3.2317
74,0.026426,42,79640,3.3712
75,0.008551,20,38949,3.2833
76,0.012479,26,50060,3.2158
77,0.010353,23,43897,2.7043
78,0.014342,24,46832,3.4654
79,0.014877,27,51807,3.2559
80,0.010296,22,43406,3.2825
81,0.015703,30,56669,3.4217
82,0.012662,25,48743,3.8771
83,0.010295,20,39505,3.5323
84,0.015865,34,65781,3.7534
85,0.010170,19,36996,3.5030
86,0.016158,34,64502,3.4398
87,0.014689,31,58701,2.9675
88,0.014663,30,57892,3.4083
89,0.015836,33,63134,3.2652
90,0.024039,43,81408,3.5617
91,0.034177,52,102112,3.5543
92,0.014651,34,66789,3.5694
93,0.049640,67,126994,3.2830
94,0.016234,28,54205,3.3180
95,0.010423,20,37979,3.4310
96,0.013121,26,51043,3.3237
97,0.019621,37,70024,3.1530
98,0.016757,31,58732,3.3159
99,0.027046,42,82413,3.1574
100,0.016778,31,58582,3.5631
