Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,100.00%,100/100,-,-
MIN,0.001281,4.00,8008.00,1.5696
AVG,0.002338,5.46,12384.12,2.0446
MEDIAN,0.001913,5.00,11507.50,1.9985
MAX,0.005501,9.00,22540.00,2.9629
STDEV,0.001015,1.05,2690.00,0.2885

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.001913,6,13314,2.6203
2,0.001858,6,14368,2.4375
3,0.001622,4,8125,1.8444
4,0.001501,5,10677,1.9264
5,0.002431,7,16928,2.0102
6,0.001337,4,9101,1.7198
7,0.003166,5,10846,1.7801
8,0.001718,5,10924,1.9439
9,0.004719,6,13085,2.3883
10,0.001650,5,11369,1.9969
11,0.004915,5,11725,1.8149
12,0.002380,9,20579,2.8924
13,0.002048,6,13747,2.0100
14,0.001316,4,8726,1.6339
15,0.002759,5,11478,1.9101
16,0.001873,5,11235,1.7050
17,0.001819,4,8908,1.6800
18,0.001719,6,14088,2.4393
19,0.002654,5,11035,2.0533
20,0.005501,5,10855,1.6978
21,0.001541,5,11492,2.2401
22,0.001681,5,10945,1.9610
23,0.001494,5,11459,2.0656
24,0.001685,6,13636,2.1067
25,0.001982,7,16198,2.1406
26,0.002575,5,11321,1.8162
27,0.001774,4,8786,1.6854
28,0.002794,5,11211,1.8697
29,0.001649,5,11848,2.0405
30,0.001536,5,11313,1.7401
31,0.003026,6,13181,2.0650
32,0.001907,7,16370,2.5130
33,0.001326,4,8978,1.6698
34,0.001525,5,10847,1.9623
35,0.001992,7,16719,1.9567
36,0.001980,4,9403,1.6762
37,0.005276,5,11635,1.7930
38,0.001584,5,11512,1.9208
39,0.001281,4,8928,1.6387
40,0.001552,5,10420,1.8605
41,0.002892,5,11734,1.7568
42,0.001555,5,11112,1.9212
43,0.004332,5,11438,2.0661
44,0.001913,7,16103,2.4599
45,0.001691,6,13055,2.3237
46,0.001560,5,11054,2.0502
47,0.002370,7,15904,2.3862
48,0.001654,5,10826,2.0348
49,0.002470,6,12653,2.5429
50,0.002631,6,12859,2.4696
51,0.002185,6,14359,1.9982
52,0.001668,6,12684,2.3460
53,0.003648,6,13011,2.2376
54,0.001492,5,11386,1.8998
55,0.004702,4,8706,1.6562
56,0.003194,4,8991,1.7716
57,0.001549,4,9234,1.7310
58,0.004063,9,22540,2.1815
59,0.001748,6,13254,2.4687
60,0.001330,4,9194,1.7222
61,0.001855,5,11157,2.1860
62,0.002064,6,12760,2.1608
63,0.002360,5,11338,1.9626
64,0.001501,5,10622,1.9394
65,0.002109,7,16189,2.3638
66,0.005430,7,17023,2.9629
67,0.004012,5,11280,1.9430
68,0.001922,6,13371,2.2131
69,0.002215,6,14483,2.3492
70,0.003726,5,11053,2.0866
71,0.002632,5,11503,1.7544
72,0.002023,6,14895,2.4259
73,0.001752,5,11015,1.8994
74,0.002207,7,16473,2.4176
75,0.002350,9,21712,2.3234
76,0.001873,6,13909,2.0704
77,0.001510,5,11674,1.8793
78,0.001894,6,14610,1.8630
79,0.002131,5,10618,2.0081
80,0.002036,5,11994,1.8396
81,0.001800,4,9012,1.6991
82,0.001650,5,10615,1.8152
83,0.001887,5,11512,2.0986
84,0.001792,6,13597,2.3092
85,0.001781,6,13514,1.9989
86,0.001589,5,11201,2.1147
87,0.001679,6,12907,1.9753
88,0.001874,6,13957,2.0201
89,0.003624,5,11922,2.0030
90,0.002918,5,10961,1.8306
91,0.001981,7,16706,2.4465
92,0.002354,5,10958,2.0506
93,0.003854,5,11146,1.7497
94,0.002127,4,8008,1.5696
95,0.003483,6,13244,2.2035
96,0.001632,5,11939,1.9684
97,0.004223,5,11386,1.9954
98,0.004631,5,11412,1.7273
99,0.001870,7,15815,2.7668
100,0.001742,6,13509,2.2181
