Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,87.00%,87/100,-,-
MIN,0.005310,9.00,65810.00,158.9924
AVG,0.018719,30.20,198232.32,224.0051
MEDIAN,0.014344,25.00,163256.00,215.6782
MAX,0.055452,81.00,488124.00,323.9358
STDEV,0.012049,17.89,106899.53,36.9153

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.030404,48,332508,232.7121
2,0.009671,17,117757,229.0649
3,0.040418,61,408882,286.9006
4,0.008421,14,102250,205.6185
5,0.009680,17,113202,207.1333
6,0.014475,25,161729,186.7056
7,0.018660,32,217333,280.2880
8,0.028244,46,288212,230.0882
9,0.052355,77,487537,inf
10,0.006057,10,78731,158.9924
11,0.013561,23,167062,242.3216
12,0.007958,13,92078,197.8727
13,0.034173,53,350322,261.3213
14,0.011784,11,83031,174.7236
15,0.015614,27,176520,203.9639
16,0.008569,15,103333,179.0359
17,0.036758,58,333827,185.3752
18,0.023608,39,269658,250.5584
19,0.006100,10,78109,176.8456
20,0.023908,41,240388,323.9358
21,0.023482,39,264945,218.1351
22,0.009779,17,114398,195.5806
23,0.007034,12,91276,168.2144
24,0.054882,80,489366,inf
25,0.026297,43,286462,206.5166
26,0.013498,23,155859,209.3151
27,0.007149,12,89063,190.2176
28,0.010197,18,131043,216.7447
29,0.043709,66,418751,239.6718
30,0.016196,28,168024,208.1624
31,0.007659,13,94710,222.9002
32,0.021983,35,216084,280.4193
33,0.030046,50,275532,261.9503
34,0.052019,77,484542,inf
35,0.017630,30,217793,188.5396
36,0.028287,46,292337,258.7114
37,0.013324,23,145756,213.4989
38,0.013453,23,160215,196.8559
39,0.024654,41,254880,277.2081
40,0.052906,78,487590,inf
41,0.009361,16,114291,168.0583
42,0.055452,81,488124,278.7386
43,0.012378,21,142331,224.8583
44,0.016594,28,177808,212.1513
45,0.009624,17,123611,205.3852
46,0.053622,79,488029,inf
47,0.009430,16,106255,193.8637
48,0.007046,12,90508,188.2617
49,0.011151,19,125052,206.5872
50,0.021461,37,242819,253.9414
51,0.051762,76,486539,inf
52,0.053743,79,486804,inf
53,0.016853,29,190757,215.6782
54,0.047591,72,412340,293.3158
55,0.006754,11,86660,201.9688
56,0.034551,52,331178,309.3670
57,0.014585,25,175076,240.6908
58,0.026139,44,275218,233.0716
59,0.011496,20,137810,201.7781
60,0.005460,9,68452,195.4471
61,0.016444,28,204299,217.8064
62,0.037937,59,359393,247.6467
63,0.005310,9,65810,187.9768
64,0.015155,26,163256,215.3139
65,0.053217,79,488430,inf
66,0.020557,25,171570,241.4095
67,0.017128,29,196618,203.2479
68,0.012488,22,143893,204.5153
69,0.008783,15,102661,169.8798
70,0.044262,66,442129,186.2788
71,0.037103,58,356180,299.0463
72,0.048833,72,470727,218.8493
73,0.050610,74,489998,inf
74,0.022644,38,257995,206.5146
75,0.054571,80,488300,inf
76,0.048871,73,421892,222.2593
77,0.051642,75,485626,inf
78,0.012278,21,151144,207.4566
79,0.007581,13,92484,189.0659
80,0.016624,28,186266,218.4067
81,0.012133,21,143996,269.5068
82,0.016968,29,195304,236.4027
83,0.009935,17,126931,185.0832
84,0.050730,74,486467,inf
85,0.006319,10,83975,211.0303
86,0.006963,12,95516,194.2418
87,0.019487,33,226757,201.8631
88,0.011379,20,135225,271.0098
89,0.024942,42,269736,278.6949
90,0.013116,23,152973,269.2348
91,0.039059,59,350278,249.1852
92,0.014344,25,150421,272.9495
93,0.007847,13,106438,173.3500
94,0.012470,22,136504,216.2820
95,0.010778,19,128692,252.8870
96,0.014185,25,171227,276.3347
97,0.037336,57,390058,289.7923
98,0.051474,75,484125,inf
99,0.007497,13,86282,225.1390
100,0.013435,17,129232,190.5190
