Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,100.00%,100/100,-,-
MIN,0.001648,3.00,13928.00,1.4715
AVG,0.002647,4.58,20705.18,1.7828
MEDIAN,0.002593,4.00,18677.00,1.7551
MAX,0.005213,9.00,38929.00,2.6438
STDEV,0.000720,1.35,5476.56,0.2095

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.001815,3,14340,1.4771
2,0.002612,5,22693,1.7468
3,0.002109,4,18005,1.7658
4,0.002971,5,21959,2.0226
5,0.002816,5,22484,2.1677
6,0.002680,5,22410,1.6152
7,0.002477,4,18295,1.7007
8,0.003599,7,30236,1.9843
9,0.002632,4,18414,1.8284
10,0.002897,5,22984,1.7695
11,0.002410,4,18141,1.8120
12,0.001910,3,14542,1.5465
13,0.002271,4,18440,1.7576
14,0.002900,4,17564,1.7441
15,0.001722,3,14189,1.6242
16,0.002999,5,21763,1.9849
17,0.002990,6,26315,1.8079
18,0.005213,8,34245,2.1661
19,0.001905,3,14253,1.6299
20,0.002189,4,18350,1.7689
21,0.002643,5,22520,1.7058
22,0.002590,4,18389,1.7824
23,0.003036,6,26590,2.3047
24,0.001707,3,14065,1.4822
25,0.002148,4,18514,1.8776
26,0.002193,4,18426,1.7354
27,0.002261,4,18917,1.7634
28,0.002705,5,22286,1.6870
29,0.001948,3,14020,1.5093
30,0.002245,4,17538,1.7290
31,0.001648,3,14520,1.5537
32,0.002166,4,18898,1.6078
33,0.001878,3,14568,1.5274
34,0.002071,4,18202,1.7113
35,0.002128,4,18675,1.7730
36,0.002604,5,22644,1.8340
37,0.003228,5,22260,1.7457
38,0.001805,3,14283,1.4943
39,0.004565,9,38929,1.9217
40,0.002512,4,18228,1.7770
41,0.002688,5,22576,1.6414
42,0.002597,4,18255,1.7095
43,0.001812,3,13928,1.4715
44,0.003851,7,30086,2.4457
45,0.002767,4,18672,1.6568
46,0.002160,4,18282,1.9177
47,0.003044,5,21877,1.8491
48,0.003098,6,26908,1.6478
49,0.002645,5,22149,1.5011
50,0.002372,4,18126,1.8026
51,0.002363,3,14316,1.5912
52,0.004422,6,26374,2.1471
53,0.002264,4,18757,1.7065
54,0.002229,3,14600,1.6719
55,0.002192,4,17919,1.7824
56,0.001870,3,14178,1.6384
57,0.002643,5,22398,1.7520
58,0.002478,4,18468,1.5716
59,0.002356,4,18531,1.8668
60,0.002782,5,21978,1.7287
61,0.003239,6,26343,1.8824
62,0.004087,6,26779,1.8881
63,0.002205,3,13947,1.5600
64,0.002213,4,18864,1.7348
65,0.002768,5,22500,1.9548
66,0.003751,7,30062,1.9487
67,0.004784,8,34566,2.2746
68,0.002806,5,22693,1.6919
69,0.002699,5,22256,1.7526
70,0.002214,4,18679,1.7603
71,0.002664,5,22541,1.7050
72,0.004009,8,35183,1.9898
73,0.002198,4,18183,1.8283
74,0.002774,5,22217,1.9676
75,0.002318,4,18641,1.7350
76,0.002279,4,18320,1.8215
77,0.002363,4,18701,1.5790
78,0.002879,5,22440,1.8787
79,0.002774,5,22737,1.8428
80,0.002831,5,22590,2.0853
81,0.003031,4,18624,1.8239
82,0.001804,3,14130,1.5173
83,0.001791,3,14600,1.4972
84,0.004773,8,34407,1.9715
85,0.003621,7,30642,1.7275
86,0.002602,5,22159,1.9633
87,0.001730,3,14083,1.5795
88,0.001895,3,14674,1.6001
89,0.002473,4,18535,1.7900
90,0.002169,4,19036,1.7126
91,0.003114,6,26346,1.8349
92,0.002647,5,22253,1.8532
93,0.001711,3,14330,1.5308
94,0.002858,4,18138,1.8980
95,0.002370,4,18166,1.7466
96,0.002909,4,18283,1.6924
97,0.003535,7,30267,2.2107
98,0.003671,7,30787,2.6438
99,0.002250,4,18113,1.7809
100,0.002042,3,14231,1.4867
