Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,100.00%,100/100,-,-
MIN,0.002509,7.00,16739.00,1.4806
AVG,0.005728,14.35,30839.16,1.7088
MEDIAN,0.004550,12.00,26604.00,1.6827
MAX,0.052608,76.00,147183.00,2.5714
STDEV,0.005689,8.84,16496.00,0.1935

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.009054,26,52156,1.5891
2,0.002863,9,21017,1.5393
3,0.004798,15,31435,1.6450
4,0.002611,8,19392,1.7147
5,0.002898,9,21385,1.6462
6,0.002818,9,21104,1.7333
7,0.002832,9,20724,1.5895
8,0.002593,7,16739,1.4806
9,0.011769,29,58073,2.3625
10,0.004151,13,28027,1.7656
11,0.002938,9,21151,1.6193
12,0.010225,23,46107,2.4559
13,0.005488,16,34785,1.7086
14,0.004750,14,31121,1.6908
15,0.002935,9,21050,1.5795
16,0.005343,11,25382,1.5810
17,0.006255,20,40834,1.7368
18,0.007316,24,48614,1.5918
19,0.003493,11,25225,1.5799
20,0.011294,29,58167,1.7830
21,0.006129,12,25406,1.6333
22,0.027630,50,96654,2.0780
23,0.004282,14,31076,1.6240
24,0.009942,19,37976,1.7554
25,0.003936,13,28224,1.5905
26,0.007455,22,45315,1.7527
27,0.003338,9,21132,1.5340
28,0.004528,15,32645,1.7711
29,0.007919,11,25028,1.5732
30,0.004657,15,30834,2.0188
31,0.005119,17,35599,1.7130
32,0.004826,15,32315,1.6057
33,0.005452,13,27984,1.7357
34,0.002858,9,21097,1.7268
35,0.007952,26,51887,2.5714
36,0.005463,13,29642,1.7491
37,0.004665,15,32240,1.7682
38,0.002630,8,18724,1.4830
39,0.005718,14,30426,1.6895
40,0.006731,9,20971,1.6985
41,0.006318,13,28579,1.7010
42,0.003852,9,21329,1.8214
43,0.004441,14,30595,1.6544
44,0.003046,10,22494,1.5352
45,0.003230,10,22996,1.6423
46,0.003492,11,24181,1.6765
47,0.003335,11,24788,1.7390
48,0.003010,10,23426,1.5424
49,0.003189,10,22929,1.4893
50,0.002971,9,21134,1.4980
51,0.004814,12,26670,1.7570
52,0.004343,14,30285,1.8547
53,0.002509,8,19001,1.6357
54,0.003961,13,29043,1.6925
55,0.004709,13,29056,1.5404
56,0.008779,26,53306,1.9627
57,0.003645,11,25787,1.6561
58,0.002849,9,21590,1.5795
59,0.010024,24,48804,1.9665
60,0.005331,10,22758,1.6927
61,0.005067,12,26436,1.5099
62,0.003766,12,25646,1.8832
63,0.002600,8,19013,1.5319
64,0.006366,19,38451,1.6803
65,0.004353,12,26962,1.7878
66,0.004448,9,21035,1.6880
67,0.004913,9,20921,1.6445
68,0.010923,27,54158,1.9471
69,0.003690,12,26791,1.8467
70,0.004973,12,26842,1.6143
71,0.002774,9,20552,1.6538
72,0.006471,14,30119,1.8126
73,0.052608,76,147183,1.6319
74,0.003123,10,22462,1.5565
75,0.007760,15,30976,1.7286
76,0.006345,14,30284,1.7015
77,0.003113,10,23025,1.8304
78,0.006011,7,17057,1.5238
79,0.006536,13,27805,1.6949
80,0.003655,9,20995,1.5637
81,0.003751,12,26389,1.8172
82,0.003347,11,24845,1.8828
83,0.004227,12,26538,1.6850
84,0.003876,12,26110,1.6407
85,0.003039,9,20707,1.4830
86,0.004573,12,25515,1.6892
87,0.002757,9,20547,1.6040
88,0.006109,20,40867,1.6710
89,0.008845,18,37221,1.9972
90,0.003302,9,20528,1.5237
91,0.002815,7,16867,1.5028
92,0.004863,13,28302,1.5524
93,0.003112,10,22365,1.6869
94,0.006005,15,31806,1.7971
95,0.004820,15,31437,1.6449
96,0.002822,9,20561,1.5209
97,0.004820,14,30125,1.6349
98,0.011405,23,46625,1.7741
99,0.003995,12,26527,1.5349
100,0.009344,18,36907,2.3069
