Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,90.00%,90/100,-,-
MIN,0.043936,37.00,142385.00,335.4552
AVG,0.174854,126.72,317149.11,455.9467
MEDIAN,0.164969,110.50,329783.50,451.4561
MAX,0.647809,557.00,485153.00,649.4128
STDEV,0.087869,73.63,87298.57,66.9751

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.192307,113,450358,428.1288
2,0.242528,148,481715,601.1093
3,0.167261,107,362518,364.2022
4,0.155425,105,365354,503.8446
5,0.115166,91,232072,460.7011
6,0.221951,142,380331,485.5041
7,0.051819,41,153145,355.4498
8,0.131144,111,192077,378.2633
9,0.287700,196,485584,inf
10,0.052273,40,162045,458.7789
11,0.189667,114,399967,529.1270
12,0.190310,116,449942,451.6317
13,0.285029,232,307036,493.6922
14,0.238220,177,406380,515.0638
15,0.210166,181,262961,472.4917
16,0.176924,119,372119,563.0165
17,0.155858,101,335387,370.7131
18,0.141946,93,354973,409.6035
19,0.168375,102,411527,526.6110
20,0.146411,82,333703,436.4286
21,0.152768,102,341398,384.3734
22,0.278639,239,253682,461.5517
23,0.103978,76,285440,441.6083
24,0.213403,147,402564,346.6378
25,0.302505,259,293937,450.5030
26,0.166265,143,225620,335.4552
27,0.234403,162,348684,433.7526
28,0.128568,84,296648,418.0941
29,0.119187,92,226649,436.6884
30,0.301557,202,484701,inf
31,0.120596,88,268423,437.4837
32,0.236615,138,484610,inf
33,0.189447,133,370853,401.1904
34,0.647809,557,338012,449.8745
35,0.186967,140,340803,473.6737
36,0.115345,75,309791,413.4710
37,0.112069,78,281227,395.0452
38,0.167766,114,350134,464.8504
39,0.129945,93,285786,451.2805
40,0.412889,289,485153,437.0303
41,0.090500,64,249877,394.5198
42,0.104369,71,278658,453.1542
43,0.306104,205,478174,644.0939
44,0.181460,111,406142,464.2917
45,0.420637,354,301854,428.0448
46,0.090397,66,255112,421.6101
47,0.268466,183,434253,537.8166
48,0.152506,115,287020,454.9236
49,0.095792,70,256146,377.9222
50,0.059950,48,162344,359.1550
51,0.226833,128,486659,inf
52,0.246987,153,463899,524.0873
53,0.217583,182,293228,586.0101
54,0.156005,89,385975,554.6199
55,0.181531,107,412222,461.9096
56,0.120230,78,314830,402.0272
57,0.080410,59,243512,513.3787
58,0.090729,66,257631,494.4984
59,0.319667,278,284881,466.2474
60,0.094096,78,204910,389.0453
61,0.165966,114,330698,411.5374
62,0.192353,132,403639,447.8638
63,0.224487,124,485905,inf
64,0.138673,107,302640,387.0637
65,0.274444,176,484969,inf
66,0.043936,37,142385,497.9654
67,0.111692,80,292391,452.7426
68,0.164852,128,328869,375.9703
69,0.226972,185,265336,484.7555
70,0.244337,184,388772,649.4128
71,0.054566,48,151802,410.5195
72,0.147440,98,341169,436.6127
73,0.238439,222,163035,403.2427
74,0.081808,65,198687,455.7677
75,0.264208,160,485063,inf
76,0.231827,141,442965,470.0659
77,0.069274,53,197592,469.4137
78,0.148778,110,311767,505.2850
79,0.218184,126,486237,inf
80,0.176228,167,144205,387.3889
81,0.076192,63,209266,444.3703
82,0.165087,111,354974,448.4295
83,0.202790,143,358985,643.1514
84,0.122808,89,298507,572.2419
85,0.178989,150,253317,376.1475
86,0.151684,90,384689,364.4164
87,0.156904,101,337793,503.7104
88,0.288948,189,485274,inf
89,0.197716,125,404121,471.1219
90,0.205745,156,356645,436.1885
91,0.133451,106,206696,381.8073
92,0.143517,92,361281,472.4448
93,0.164760,97,399809,469.6845
94,0.197459,114,459896,561.8889
95,0.210804,117,485716,inf
96,0.083694,80,146936,514.1000
97,0.290835,211,409517,360.1020
98,0.193312,120,400400,464.4577
99,0.196797,133,373954,426.3213
100,0.145186,90,331600,514.7335
