Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,100.00%,100/100,-,-
MIN,0.001358,3.00,7014.00,1.4910
AVG,0.002520,6.51,14463.92,1.9204
MEDIAN,0.002308,6.00,13322.00,1.8748
MAX,0.004653,14.00,28790.00,2.9271
STDEV,0.000784,2.56,5143.07,0.2660

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.002740,8,17189,2.4319
2,0.002487,7,15915,1.9645
3,0.002328,6,13429,1.8777
4,0.001659,3,7014,1.5420
5,0.001690,4,9552,1.7327
6,0.001732,4,9998,1.5429
7,0.001511,3,7319,1.5102
8,0.002277,5,11398,1.8306
9,0.001569,3,7094,1.7619
10,0.002353,6,13305,1.7811
11,0.002690,7,14844,2.3333
12,0.003280,8,17230,1.8975
13,0.002415,6,13202,2.1794
14,0.002168,6,13127,1.7830
15,0.002179,6,13774,1.6383
16,0.001759,4,9295,1.6923
17,0.001655,4,9219,1.7033
18,0.002153,5,11124,1.6817
19,0.002021,4,9478,1.6214
20,0.003874,9,19276,1.9870
21,0.002073,5,11327,1.7772
22,0.002390,6,13677,2.0167
23,0.002222,6,13389,2.1646
24,0.003720,11,22731,2.1632
25,0.001741,4,9158,1.8280
26,0.002065,5,11826,1.7170
27,0.004171,13,28706,1.6101
28,0.002859,8,17779,2.3088
29,0.002716,8,17590,2.0889
30,0.001693,4,9338,1.6776
31,0.003214,10,22045,2.3270
32,0.003347,10,22090,2.9271
33,0.001646,4,9349,1.7058
34,0.002655,7,15212,1.9643
35,0.002044,5,11681,1.8256
36,0.002534,5,11626,1.9883
37,0.003618,8,17055,2.2316
38,0.002734,7,14742,1.8567
39,0.002401,7,16176,1.8720
40,0.001674,4,9592,1.6538
41,0.002308,6,13226,1.9149
42,0.001358,3,7298,1.5686
43,0.002169,5,11599,2.1236
44,0.003139,4,9337,1.6477
45,0.003700,11,23518,2.4980
46,0.003007,9,19567,2.1570
47,0.001931,4,9397,1.6348
48,0.003006,9,19299,1.8808
49,0.004125,9,18389,1.7904
50,0.002691,8,17459,2.3944
51,0.003869,12,25831,1.9710
52,0.002677,7,15213,2.0601
53,0.001922,5,11243,1.9302
54,0.003279,10,21681,2.4791
55,0.001657,4,9120,1.6931
56,0.001653,4,9855,1.7761
57,0.001832,4,9344,1.9164
58,0.002417,6,13527,1.9627
59,0.001950,5,11747,1.7122
60,0.002884,8,17551,2.0677
61,0.001930,5,11630,1.9310
62,0.003767,8,17515,2.5640
63,0.001850,4,9702,1.7790
64,0.002582,7,15350,2.1159
65,0.004653,12,24956,2.0984
66,0.002179,6,13245,1.9468
67,0.002211,4,9504,1.7505
68,0.002289,6,12831,1.8781
69,0.002107,5,11722,1.8327
70,0.002988,9,19201,2.5268
71,0.003213,8,17885,1.7140
72,0.002482,7,16109,2.1182
73,0.002185,6,13780,1.7112
74,0.001995,5,11805,1.8298
75,0.003514,11,23288,2.1046
76,0.001582,4,9336,1.7819
77,0.001866,5,11194,1.7239
78,0.004131,13,27198,2.0387
79,0.002623,7,15926,1.9949
80,0.001361,3,7825,1.6464
81,0.001584,4,9217,1.8915
82,0.001828,5,11466,1.7571
83,0.002030,5,11703,1.8248
84,0.003122,8,17379,2.0454
85,0.004539,11,23757,2.1307
86,0.001892,5,11395,2.1018
87,0.004388,14,28790,1.6514
88,0.003381,10,21671,2.3108
89,0.003912,12,25306,1.9402
90,0.003288,9,19483,1.7742
91,0.002308,6,13339,1.9093
92,0.002563,7,15177,1.8250
93,0.002284,6,13510,1.5957
94,0.003409,7,14788,2.4163
95,0.001702,4,8973,1.8123
96,0.002012,5,11749,1.9209
97,0.001934,5,11594,1.4910
98,0.001929,4,9807,1.6341
99,0.002016,5,11572,1.8561
100,0.002718,6,13642,1.6856
