m,l0,phi,eps,is_sat
0.032663316,0.036884423,0.8649418,0.010468103,False
0.03517588,0.036884423,0.8805673,0.012154323,False
0.03768844,0.036884423,0.8949931,0.01385638,False
0.040201005,0.036884423,0.9083729,0.015574828,False
0.042713568,0.036884423,0.9208327,0.017307665,False
0.04522613,0.036884423,0.9324783,0.019056479,False
0.047738694,0.036884423,0.9433983,0.020820273,False
0.050251257,0.036884423,0.9536681,0.02259896,False
0.05276382,0.036884423,0.96335244,0.024391882,False
0.055276383,0.036884423,0.9725072,0.026198357,False
0.057788946,0.036884423,0.9811805,0.028017133,False
0.060301505,0.036884423,0.98941475,0.029849084,False
0.06281407,0.036884423,0.9972471,0.031693075,False
0.06532663,0.036884423,1.0047101,0.033550587,False
0.0678392,0.036884423,1.0118333,0.035416167,False
0.07035176,0.036884423,1.0186418,0.037294365,False
0.072864324,0.036884423,1.0251595,0.039182857,False
0.07537688,0.036884423,1.0314065,0.04108143,False
0.07788945,0.036884423,1.0374023,0.042989794,False
0.08040201,0.036884423,1.0431631,0.044907697,False
0.08291457,0.036884423,1.0487043,0.046834387,False
0.085427135,0.036884423,1.0540401,0.0487703,False
0.087939695,0.036884423,1.059183,0.050714605,False
0.09045226,0.036884423,1.0641446,0.052667618,False
0.09296482,0.036884423,1.0689356,0.05462793,False
0.09547739,0.036884423,1.0735657,0.05659664,False
0.09798995,0.036884423,1.0780438,0.058572546,False
0.10050251,0.036884423,1.0823783,0.060556103,False
0.10301507,0.036884423,1.0865768,0.06254658,False
0.10552764,0.036884423,1.0906463,0.06454424,False
0.1080402,0.036884423,1.0945933,0.066548675,False
0.110552765,0.036884423,1.0984241,0.06855983,False
0.113065325,0.036884423,1.1021441,0.07057796,False
0.11557789,0.036884423,1.1057589,0.07260096,False
0.11809045,0.036884423,1.1092732,0.07463107,False
0.12060301,0.036884423,1.1126915,0.0766668,False
0.12311558,0.036884423,1.1160184,0.07870889,False
0.12562814,0.036884423,1.1192579,0.08075722,False
0.1281407,0.036884423,1.1224134,0.08280986,False
0.13065326,0.036884423,1.1254888,0.08486863,False
0.13316582,0.036884423,1.1284873,0.086932726,False
0.1356784,0.036884423,1.1314121,0.08900243,False
0.13819095,0.036884423,1.1342661,0.0910772,False
0.14070351,0.036884423,1.1370524,0.093157016,False
0.14321607,0.036884423,1.1397734,0.09524172,False
0.14572865,0.036884423,1.1424314,0.09733155,False
0.1482412,0.036884423,1.1450291,0.09942608,False
0.15075377,0.036884423,1.1475685,0.10152542,False
0.15326633,0.036884423,1.1500517,0.10362987,False
0.1557789,0.036884423,1.1524811,0.105738185,False
0.15829146,0.036884423,1.1548582,0.107851245,False
0.16080402,0.036884423,1.157185,0.10996891,False
0.16331658,0.036884423,1.159463,0.11209105,False
0.16582914,0.036884423,1.1616943,0.1142174,False
0.16834171,0.036884423,1.16388,0.11634809,False
0.17085427,0.036884423,1.1660217,0.11848278,False
0.17336683,0.036884423,1.168121,0.12062189,False
0.17587939,0.036884423,1.1701791,0.1227648,False
0.17839196,0.036884423,1.1721975,0.12491188,False
0.18090452,0.036884423,1.174177,0.12706368,False
0.18341708,0.036884423,1.1761192,0.12921819,False
0.18592964,0.036884423,1.1780251,0.13137743,False
0.18844222,0.036884423,1.1798959,0.13354158,False
0.19095477,0.036884423,1.1817323,0.13570681,False
0.19346733,0.036884423,1.1835356,0.13787705,False
0.1959799,0.036884423,1.1853067,0.14005116,False
0.19849247,0.036884423,1.1870463,0.14222892,False
0.20100503,0.036884423,1.1887556,0.1444104,False
0.20351759,0.036884423,1.1904353,0.14659572,False
0.20603015,0.036884423,1.1920861,0.14878431,False
0.2085427,0.036884423,1.1937089,0.15097651,False
0.21105528,0.036884423,1.1953045,0.15317228,False
0.21356784,0.036884423,1.1968735,0.15537149,False
0.2160804,0.036884423,1.1984166,0.15757419,False
0.21859296,0.036884423,1.1999346,0.15978026,False
0.22110553,0.036884423,1.201428,0.16199,False
0.22361809,0.036884423,1.2028974,0.16420263,False
0.22613065,0.036884423,1.2043439,0.16641971,False
0.22864321,0.036884423,1.2057669,0.16863841,False
0.23115578,0.036884423,1.2071681,0.1708613,False
0.23366834,0.036884423,1.2085475,0.1730873,False
0.2361809,0.036884423,1.2099057,0.17531732,False
0.23869346,0.036884423,1.2112434,0.17754978,False
0.24120602,0.036884423,1.2125609,0.17978533,False
0.2437186,0.036884423,1.2138587,0.18202433,False
0.24623115,0.036884423,1.2151374,0.1842659,False
0.24874371,0.036884423,1.216397,0.18651125,False
0.2512563,0.036884423,1.2176384,0.18875955,False
0.25376883,0.036884423,1.2188618,0.19101107,False
0.2562814,0.036884423,1.2200675,0.19326574,False
0.25879398,0.036884423,1.221256,0.19552346,False
0.26130652,0.036884423,1.2224278,0.19778387,False
0.2638191,0.036884423,1.223583,0.20004755,False
0.26633164,0.036884423,1.2247221,0.20231444,False
0.26884422,0.036884423,1.2258453,0.20458414,False
0.2713568,0.036884423,1.2269531,0.2068568,False
0.27386934,0.036884423,1.228046,0.20913267,False
0.2763819,0.036884423,1.2291237,0.21141146,False
0.27889448,0.036884423,1.230187,0.213693,False
0.28140703,0.036884423,1.2312366,0.21597597,False
0.2839196,0.036884423,1.2322712,0.2182656,False
0.28643215,0.036884423,1.2332925,0.22055614,False
0.28894472,0.036884423,1.2343004,0.22284962,False
0.2914573,0.036884423,1.2352952,0.22514577,False
0.29396984,0.036884423,1.2362771,0.22744519,False
0.2964824,0.036884423,1.2372463,0.22974686,False
0.29899496,0.036884423,1.238203,0.23205197,False
0.30150753,0.036884423,1.2391477,0.23435992,False
0.3040201,0.036884423,1.2400801,0.23667058,False
0.30653265,0.036884423,1.2410009,0.23898412,False
0.30904523,0.036884423,1.2419102,0.24130043,False
0.3115578,0.036884423,1.2428081,0.24361983,False
0.31407034,0.036884423,1.2436948,0.24594183,False
0.31658292,0.036884423,1.2445706,0.24826697,False
0.31909546,0.036884423,1.2454357,0.25059462,False
0.32160804,0.036884423,1.2462902,0.25292516,False
0.3241206,0.036884423,1.2471342,0.25525877,False
0.32663316,0.036884423,1.2479681,0.25759494,False
0.32914573,0.036884423,1.2487919,0.25993398,False
0.33165827,0.036884423,1.2496059,0.26227567,False
0.33417085,0.036884423,1.2504102,0.26462016,False
0.33668342,0.036884423,1.2512048,0.2669676,False
0.33919597,0.036884423,1.2519902,0.2693177,False
0.34170854,0.036884423,1.2527663,0.27167183,False
0.34422112,0.036884423,1.2535332,0.27402776,False
0.34673366,0.036884423,1.2542912,0.27638516,False
0.34924623,0.036884423,1.2550404,0.27874655,False
0.35175878,0.036884423,1.255781,0.2811106,False
0.35427135,0.036884423,1.256513,0.28347734,False
0.35678393,0.036884423,1.2572366,0.2858472,False
0.35929647,0.036884423,1.2579519,0.28821963,False
0.36180905,0.036884423,1.2586591,0.2905949,False
0.3643216,0.036884423,1.2593583,0.2929725,False
0.36683416,0.036884423,1.2600496,0.29535526,False
0.36934674,0.036884423,1.2607329,0.29773706,False
0.37185928,0.036884423,1.2614087,0.3001233,False
0.37437186,0.036884423,1.2620769,0.30251238,False
0.37688443,0.036884423,1.2627376,0.30490413,False
0.37939698,0.036884423,1.263391,0.30729872,False
0.38190955,0.036884423,1.2640371,0.30969614,False
0.3844221,0.036884423,1.2646761,0.31209633,False
0.38693467,0.036884423,1.265308,0.31449917,False
0.38944724,0.036884423,1.265933,0.31690505,False
0.3919598,0.036884423,1.2665511,0.31931335,False
0.39447236,0.036884423,1.2671626,0.32172465,False
0.39698493,0.036884423,1.2677672,0.32413882,False
0.39949748,0.036884423,1.2683654,0.32655555,False
0.40201005,0.036884423,1.268957,0.3289754,False
0.4045226,0.036884423,1.2695422,0.33139792,False
0.40703517,0.036884423,1.2701212,0.33382308,False
0.40954775,0.036884423,1.2706938,0.336251,False
0.4120603,0.036884423,1.2712603,0.33868152,False
0.41457286,0.036884423,1.2718207,0.34111536,False
0.4170854,0.036884423,1.272375,0.34355173,False
0.41959798,0.036884423,1.2729235,0.34599102,False
0.42211056,0.036884423,1.2734661,0.34843302,False
0.4246231,0.036884423,1.2740029,0.35087776,False
0.42713568,0.036884423,1.274534,0.35332555,False
0.42964825,0.036884423,1.2750595,0.35577595,False
0.4321608,0.036884423,1.2755005,0.3579717,True
0.43467337,0.036884423,1.2755005,0.35867426,True
0.4371859,0.036884423,1.2755005,0.3593804,True
0.4396985,0.036884423,1.2755005,0.36008972,True
0.44221106,0.036884423,1.2755005,0.3608021,True
0.4447236,0.036884423,1.2755005,0.36151785,True
0.44723618,0.036884423,1.2755005,0.36223647,True
0.44974872,0.036884423,1.2755005,0.36295876,True
0.4522613,0.036884423,1.2755005,0.36368415,True
0.45477387,0.036884423,1.2755005,0.3644131,True
0.45728642,0.036884423,1.2755005,0.36514512,True
0.459799,0.036884423,1.2755005,0.36588094,True
0.46231157,0.036884423,1.2755005,0.36662,True
0.4648241,0.036884423,1.2755005,0.36736277,True
0.46733668,0.036884423,1.2755005,0.368109,True
0.46984923,0.036884423,1.2755005,0.36885956,True
0.4723618,0.036884423,1.2755005,0.36961305,True
0.47487438,0.036884423,1.2755005,0.37037015,True
0.47738692,0.036884423,1.2755005,0.371131,True
0.4798995,0.036884423,1.2755005,0.37189496,True
0.48241204,0.036884423,1.2755005,0.37266332,True
0.4849246,0.036884423,1.2755005,0.37343538,True
0.4874372,0.036884423,1.2755005,0.3742114,True
0.48994973,0.036884423,1.2755005,0.37495822,True
0.4924623,0.036884423,1.2755005,0.37573054,True
0.49497488,0.036884423,1.2755005,0.37650698,True
0.49748743,0.036884423,1.2755005,0.37735474,True
0.5,0.036884423,1.2755005,0.37815052,True
0.0,0.03718593,0.0074384543,1.1152952e-06,False
0.0025125628,0.03718593,0.35033783,7.321652e-07,False
0.0050251256,0.03718593,0.47034323,7.4501594e-07,False
0.007537688,0.03718593,0.55088985,7.742346e-07,False
0.010050251,0.03718593,0.61160755,8.17938e-07,False
0.012562814,0.03718593,0.6601803,8.746467e-07,False
0.015075376,0.03718593,0.7005131,1.023528e-06,False
0.01758794,0.03718593,0.7346582,0.0005522195,False
0.020100502,0.03718593,0.763817,0.0022282943,False
0.022613065,0.03718593,0.7894695,0.0038828661,False
0.025125628,0.03718593,0.8123072,0.0055338955,False
0.027638191,0.03718593,0.83283895,0.0071899393,False
0.030150753,0.03718593,0.8514495,0.008856146,False
0.032663316,0.03718593,0.86843616,0.010536162,False
0.03517588,0.03718593,0.8840348,0.012229471,False
0.03768844,0.03718593,0.8984333,0.01393898,False
0.040201005,0.03718593,0.9117853,0.01566426,False
0.042713568,0.03718593,0.92421776,0.017404877,False
0.04522613,0.03718593,0.9358361,0.019160667,False
0.047738694,0.03718593,0.9467292,0.020931665,False
0.050251257,0.03718593,0.9569726,0.022717416,False
0.05276382,0.03718593,0.966631,0.024516597,False
0.055276383,0.03718593,0.97576016,0.026329031,False
0.057788946,0.03718593,0.9844085,0.028154707,False
0.060301505,0.03718593,0.9926183,0.029993374,False
0.06281407,0.03718593,1.0004268,0.031843603,False
0.06532663,0.03718593,1.0078666,0.03370553,False
0.0678392,0.03718593,1.0149668,0.03557853,False
0.07035176,0.03718593,1.0217533,0.03746264,False
0.072864324,0.03718593,1.0282491,0.039357193,False
0.07537688,0.03718593,1.0344751,0.04126133,False
0.07788945,0.03718593,1.04045,0.043175362,False
0.08040201,0.03718593,1.0461904,0.045098934,False
0.08291457,0.03718593,1.0517119,0.047031473,False
0.085427135,0.03718593,1.0570287,0.04897222,False
0.087939695,0.03718593,1.0621523,0.050922535,False
0.09045226,0.03718593,1.0670955,0.0528807,False
0.09296482,0.03718593,1.0718683,0.05484897,False
0.09547739,0.03718593,1.0764809,0.056820393,False
0.09798995,0.03718593,1.0809417,0.058801606,False
0.10050251,0.03718593,1.0852593,0.06079006,False
0.10301507,0.03718593,1.0894412,0.062785804,False
0.10552764,0.03718593,1.0934944,0.0647884,False
0.1080402,0.03718593,1.0974256,0.066797905,False
0.110552765,0.03718593,1.1012409,0.068813995,False
0.113065325,0.03718593,1.1049458,0.07083713,False
0.11557789,0.03718593,1.1085454,0.0728652,False
0.11809045,0.03718593,1.1120452,0.074899696,False
0.12060301,0.03718593,1.1154492,0.0769406,False
0.12311558,0.03718593,1.1187621,0.07898702,False
0.12562814,0.03718593,1.1219876,0.081040815,False
0.1281407,0.03718593,1.1251297,0.08309742,False
0.13065326,0.03718593,1.1281918,0.08516091,False
0.13316582,0.03718593,1.1311773,0.08722969,False
0.1356784,0.03718593,1.1340894,0.08930388,False
0.13819095,0.03718593,1.1369308,0.09138304,False
0.14070351,0.03718593,1.1397048,0.09346743,False
0.14321607,0.03718593,1.1424135,0.09555688,False
0.14572865,0.03718593,1.1450597,0.09765102,False
0.1482412,0.03718593,1.1476456,0.09975005,False
0.15075377,0.03718593,1.1501734,0.10185406,False
0.15326633,0.03718593,1.1526456,0.10396211,False
0.1557789,0.03718593,1.1550637,0.10607506,False
0.15829146,0.03718593,1.1574299,0.10819266,False
0.16080402,0.03718593,1.1597458,0.11031466,False
0.16331658,0.03718593,1.1620134,0.11244083,False
0.16582914,0.03718593,1.1642343,0.11457147,False
0.16834171,0.03718593,1.1664096,0.11670624,False
0.17085427,0.03718593,1.1685413,0.11884534,False
0.17336683,0.03718593,1.1706308,0.12098863,False
0.17587939,0.03718593,1.1726792,0.123135656,False
0.17839196,0.03718593,1.1746877,0.12528819,False
0.18090452,0.03718593,1.176658,0.12744245,False
0.18341708,0.03718593,1.1785909,0.12960145,False
0.18592964,0.03718593,1.1804875,0.13176475,False
0.18844222,0.03718593,1.1823492,0.13393147,False
0.19095477,0.03718593,1.1841767,0.1361023,False
0.19346733,0.03718593,1.1859713,0.13827667,False
0.1959799,0.03718593,1.1877337,0.14045483,False
0.19849247,0.03718593,1.1894648,0.14263675,False
0.20100503,0.03718593,1.1911657,0.14482218,False
0.20351759,0.03718593,1.1928369,0.14701124,False
0.20603015,0.03718593,1.1944796,0.14920397,False
0.2085427,0.03718593,1.1960943,0.15140015,False
0.21105528,0.03718593,1.1976819,0.15359978,False
0.21356784,0.03718593,1.1992431,0.15580304,False
0.2160804,0.03718593,1.2007785,0.1580096,False
0.21859296,0.03718593,1.2022889,0.16021949,False
0.22110553,0.03718593,1.2037749,0.16243206,False
0.22361809,0.03718593,1.2052367,0.16464974,False
0.22613065,0.03718593,1.2066754,0.16686974,False
0.22864321,0.03718593,1.2080916,0.16909309,False
0.23115578,0.03718593,1.2094855,0.17131984,False
0.23366834,0.03718593,1.2108579,0.17355034,False
0.2361809,0.03718593,1.2122092,0.17578344,False
0.23869346,0.03718593,1.21354,0.17801987,False
0.24120602,0.03718593,1.2148505,0.18025933,False
0.2437186,0.03718593,1.2161418,0.18250157,False
0.24623115,0.03718593,1.2174138,0.18474734,False
0.24874371,0.03718593,1.2186668,0.18699646,False
0.2512563,0.03718593,1.2199017,0.18924858,False
0.25376883,0.03718593,1.2211186,0.19150393,False
0.2562814,0.03718593,1.222318,0.19376208,False
0.25879398,0.03718593,1.2235004,0.19602363,False
0.26130652,0.03718593,1.2246659,0.19828783,False
0.2638191,0.03718593,1.2258149,0.20055552,False
0.26633164,0.03718593,1.226948,0.20282596,False
0.26884422,0.03718593,1.2280654,0.20509931,False
0.2713568,0.03718593,1.2291672,0.20737588,False
0.27386934,0.03718593,1.230254,0.20965536,False
0.2763819,0.03718593,1.2313267,0.21193607,False
0.27889448,0.03718593,1.2323837,0.21422356,False
0.28140703,0.03718593,1.2334272,0.2165118,False
0.2839196,0.03718593,1.2344567,0.21880296,False
0.28643215,0.03718593,1.2354724,0.2210972,False
0.28894472,0.03718593,1.236475,0.22339422,False
0.2914573,0.03718593,1.2374643,0.22569433,False
0.29396984,0.03718593,1.2384409,0.22799712,False
0.2964824,0.03718593,1.2394048,0.2303028,False
0.29899496,0.03718593,1.2403563,0.2326114,False
0.30150753,0.03718593,1.2412957,0.23492299,False
0.3040201,0.03718593,1.2422231,0.2372373,False
0.30653265,0.03718593,1.2431388,0.23955454,False
0.30904523,0.03718593,1.2440431,0.24187458,False
0.3115578,0.03718593,1.244936,0.24419743,False
0.31407034,0.03718593,1.2458179,0.24652334,False
0.31658292,0.03718593,1.2466888,0.24885194,False
0.31909546,0.03718593,1.247549,0.25118327,False
0.32160804,0.03718593,1.2483988,0.25351733,False
0.3241206,0.03718593,1.2492381,0.25585446,False
0.32663316,0.03718593,1.2500674,0.2581943,False
0.32914573,0.03718593,1.2508866,0.2605369,False
0.33165827,0.03718593,1.251696,0.2628824,False
0.33417085,0.03718593,1.2524956,0.2652305,False
0.33668342,0.03718593,1.2532859,0.267582,False
0.33919597,0.03718593,1.2540667,0.26993546,False
0.34170854,0.03718593,1.2548383,0.27229214,False
0.34422112,0.03718593,1.255601,0.2746515,False
0.34673366,0.03718593,1.2563547,0.2770136,False
0.34924623,0.03718593,1.2570997,0.2793786,False
0.35175878,0.03718593,1.257836,0.2817462,False
0.35427135,0.03718593,1.2585639,0.28411672,False
0.35678393,0.03718593,1.2592833,0.28649023,False
0.35929647,0.03718593,1.2599946,0.28886768,False
0.36180905,0.03718593,1.2606976,0.29124492,False
0.3643216,0.03718593,1.2613926,0.29362655,False
0.36683416,0.03718593,1.26208,0.2960108,False
0.36934674,0.03718593,1.2627594,0.29839793,False
0.37185928,0.03718593,1.2634313,0.30078793,False
0.37437186,0.03718593,1.2640955,0.30318052,False
0.37688443,0.03718593,1.2647524,0.3055759,False
0.37939698,0.03718593,1.265402,0.30797428,False
0.38190955,0.03718593,1.2660443,0.3103752,False
0.3844221,0.03718593,1.2666795,0.31277898,False
0.38693467,0.03718593,1.2673079,0.3151855,False
0.38944724,0.03718593,1.2679291,0.3175947,False
0.3919598,0.03718593,1.2685436,0.3200069,False
0.39447236,0.03718593,1.2691513,0.3224218,False
0.39698493,0.03718593,1.2697525,0.32483956,False
0.39949748,0.03718593,1.270347,0.32726023,False
0.40201005,0.03718593,1.2709352,0.3296836,False
0.4045226,0.03718593,1.2715168,0.3321096,False
0.40703517,0.03718593,1.2720923,0.3345381,False
0.40954775,0.03718593,1.2726616,0.33696973,False
0.4120603,0.03718593,1.2732246,0.33940417,False
0.41457286,0.03718593,1.2737815,0.34184143,False
0.4170854,0.03718593,1.2743326,0.34428164,False
0.41959798,0.03718593,1.2748778,0.34672433,False
0.42211056,0.03718593,1.2754171,0.3491701,False
0.4246231,0.03718593,1.2755005,0.3501337,True
0.42713568,0.03718593,1.2755005,0.35081622,True
0.42964825,0.03718593,1.2755005,0.351502,True
0.4321608,0.03718593,1.2755005,0.35219043,True
0.43467337,0.03718593,1.2755005,0.35288176,True
0.4371859,0.03718593,1.2755005,0.35357657,True
0.4396985,0.03718593,1.2755005,0.3542742,True
0.44221106,0.03718593,1.2755005,0.35497513,True
0.4447236,0.03718593,1.2755005,0.35567918,True
0.44723618,0.03718593,1.2755005,0.3563863,True
0.44974872,0.03718593,1.2755005,0.35709688,True
0.4522613,0.03718593,1.2755005,0.3578104,True
0.45477387,0.03718593,1.2755005,0.35852778,True
0.45728642,0.03718593,1.2755005,0.35924807,True
0.459799,0.03718593,1.2755005,0.35997203,True
0.46231157,0.03718593,1.2755005,0.36069906,True
0.4648241,0.03718593,1.2755005,0.36142972,True
0.46733668,0.03718593,1.2755005,0.36216462,True
0.46984923,0.03718593,1.2755005,0.36290225,True
0.4723618,0.03718593,1.2755005,0.36358806,True
0.47487438,0.03718593,1.2755005,0.36438817,True
0.47738692,0.03718593,1.2755005,0.36513677,True
0.4798995,0.03718593,1.2755005,0.3658888,True
0.48241204,0.03718593,1.2755005,0.36664468,True
0.4849246,0.03718593,1.2755005,0.3674042,True
0.4874372,0.03718593,1.2755005,0.36817098,True
0.48994973,0.03718593,1.2755005,0.36892676,True
0.4924623,0.03718593,1.2755005,0.36968657,True
0.49497488,0.03718593,1.2755005,0.3704508,True
0.49748743,0.03718593,1.2755005,0.37121865,True
0.5,0.03718593,1.2755005,0.37204304,True
0.0,0.037487436,0.00749875,2.7884616e-06,False
0.0025125628,0.037487436,0.35285306,7.291376e-07,False
0.0050251256,0.037487436,0.4734166,7.4179565e-07,False
0.007537688,0.037487436,0.55422294,7.7067716e-07,False
0.010050251,0.037487436,0.6150751,8.1423275e-07,False
0.012562814,0.037487436,0.6637171,8.7432926e-07,False
0.015075376,0.037487436,0.7040858,9.4623493e-07,False
0.01758794,0.037487436,0.73823345,0.0005686073,False
0.020100502,0.037487436,0.7673867,0.002253081,False
0.022613065,0.037487436,0.7930249,0.003917495,False
0.025125628,0.037487436,0.81584316,0.005576489,False
0.027638191,0.037487436,0.8363519,0.0072405804,False
0.030150753,0.037487436,0.85493714,0.008914832,False
0.032663316,0.037487436,0.87189746,0.010602087,False
0.03517588,0.037487436,0.88746846,0.012303803,False
0.03768844,0.037487436,0.90183914,0.014020797,False
0.040201005,0.037487436,0.91516334,0.015753122,False
0.042713568,0.037487436,0.9275682,0.017500857,False
0.04522613,0.037487436,0.9391595,0.01926259,False
0.047738694,0.037487436,0.9500252,0.021041542,False
0.050251257,0.037487436,0.96024203,0.022834051,False
0.05276382,0.037487436,0.9698744,0.024639912,False
0.055276383,0.037487436,0.97897756,0.026460927,False
0.057788946,0.037487436,0.9876015,0.028290614,False
0.060301505,0.037487436,0.9957869,0.030135367,False
0.06281407,0.037487436,1.0035716,0.03199166,False
0.06532663,0.037487436,1.0109881,0.033859927,False
0.0678392,0.037487436,1.0180656,0.035738934,False
0.07035176,0.037487436,1.0248299,0.03762882,False
0.072864324,0.037487436,1.0313041,0.03952887,False
0.07537688,0.037487436,1.0375088,0.041439034,False
0.07788945,0.037487436,1.0434631,0.043358523,False
0.08040201,0.037487436,1.0491832,0.045287684,False
0.08291457,0.037487436,1.0546851,0.047225546,False
0.085427135,0.037487436,1.0599822,0.049172357,False
0.087939695,0.037487436,1.0650873,0.05112776,False
0.09045226,0.037487436,1.0700121,0.053090807,False
0.09296482,0.037487436,1.0747671,0.055061955,False
0.09547739,0.037487436,1.0793619,0.057040982,False
0.09798995,0.037487436,1.0838056,0.059027284,False
0.10050251,0.037487436,1.0881064,0.06102096,False
0.10301507,0.037487436,1.0922718,0.06302175,False
0.10552764,0.037487436,1.096309,0.06502943,False
0.1080402,0.037487436,1.1002244,0.06704371,False
0.110552765,0.037487436,1.104024,0.06906527,False
0.113065325,0.037487436,1.1077138,0.071091846,False
0.11557789,0.037487436,1.1112988,0.07312526,False
0.11809045,0.037487436,1.1147839,0.075164735,False
0.12060301,0.037487436,1.1181738,0.077212304,False
0.12311558,0.037487436,1.1214726,0.0792614,False
0.12562814,0.037487436,1.1246843,0.08131853,False
0.1281407,0.037487436,1.127813,0.083380975,False
0.13065326,0.037487436,1.130862,0.085449114,False
0.13316582,0.037487436,1.1338345,0.08752248,False
0.1356784,0.037487436,1.1367339,0.089601204,False
0.13819095,0.037487436,1.139563,0.09168491,False
0.14070351,0.037487436,1.1423246,0.09377357,False
0.14321607,0.037487436,1.1450213,0.09586731,False
0.14572865,0.037487436,1.1476557,0.097965896,False
0.1482412,0.037487436,1.1502298,0.100069724,False
0.15075377,0.037487436,1.1527466,0.102177374,False
0.15326633,0.037487436,1.1552073,0.104290105,False
0.1557789,0.037487436,1.1576146,0.106407404,False
0.15829146,0.037487436,1.1599698,0.10852911,False
0.16080402,0.037487436,1.1622752,0.110655256,False
0.16331658,0.037487436,1.1645323,0.11278568,False
0.16582914,0.037487436,1.1667427,0.11492061,False
0.16834171,0.037487436,1.168908,0.117059566,False
0.17085427,0.037487436,1.1710297,0.11920283,False
0.17336683,0.037487436,1.1731093,0.12134997,False
0.17587939,0.037487436,1.175148,0.12350158,False
0.17839196,0.037487436,1.177147,0.1256568,False
0.18090452,0.037487436,1.1791079,0.12781626,False
0.18341708,0.037487436,1.1810315,0.12997934,False
0.18592964,0.037487436,1.182919,0.13214648,False
0.18844222,0.037487436,1.1847717,0.13431735,False
0.19095477,0.037487436,1.1865904,0.13649213,False
0.19346733,0.037487436,1.1883762,0.13867055,False
0.1959799,0.037487436,1.19013,0.1408528,False
0.19849247,0.037487436,1.1918527,0.14303865,False
0.20100503,0.037487436,1.1935452,0.14522801,False
0.20351759,0.037487436,1.1952083,0.14742097,False
0.20603015,0.037487436,1.1968429,0.14961743,False
0.2085427,0.037487436,1.1984496,0.15181774,False
0.21105528,0.037487436,1.2000294,0.15402119,False
0.21356784,0.037487436,1.2015828,0.15622823,False
0.2160804,0.037487436,1.2031103,0.15843862,False
0.21859296,0.037487436,1.2046132,0.16065249,False
0.22110553,0.037487436,1.2060915,0.16286969,False
0.22361809,0.037487436,1.2075461,0.1650905,False
0.22613065,0.037487436,1.2089777,0.16731413,False
0.22864321,0.037487436,1.2103865,0.1695415,False
0.23115578,0.037487436,1.2117733,0.17177251,False
0.23366834,0.037487436,1.2131387,0.17400604,False
0.2361809,0.037487436,1.2144831,0.17624293,False
0.23869346,0.037487436,1.2158071,0.17848292,False
0.24120602,0.037487436,1.217111,0.1807259,False
0.2437186,0.037487436,1.2183956,0.1829724,False
0.24623115,0.037487436,1.2196609,0.18522206,False
0.24874371,0.037487436,1.2209074,0.18747488,False
0.2512563,0.037487436,1.2221359,0.1897305,False
0.25376883,0.037487436,1.2233466,0.1919895,False
0.2562814,0.037487436,1.2245396,0.19425146,False
0.25879398,0.037487436,1.2257158,0.19651668,False
0.26130652,0.037487436,1.2268752,0.19878462,False
0.2638191,0.037487436,1.2280182,0.2010559,False
0.26633164,0.037487436,1.2291452,0.2033301,False
0.26884422,0.037487436,1.2302567,0.20560725,False
0.2713568,0.037487436,1.2313533,0.20788611,False
0.27386934,0.037487436,1.2324338,0.21017043,False
0.2763819,0.037487436,1.2335002,0.21245688,False
0.27889448,0.037487436,1.2345521,0.21474597,False
0.28140703,0.037487436,1.23559,0.21703777,False
0.2839196,0.037487436,1.2366139,0.2193326,False
0.28643215,0.037487436,1.2376243,0.22163036,False
0.28894472,0.037487436,1.2386214,0.22393107,False
0.2914573,0.037487436,1.2396054,0.2262348,False
0.29396984,0.037487436,1.2405767,0.22854124,False
0.2964824,0.037487436,1.2415353,0.23085055,False
0.29899496,0.037487436,1.2424817,0.2331627,False
0.30150753,0.037487436,1.243416,0.23547798,False
0.3040201,0.037487436,1.2443384,0.23779593,False
0.30653265,0.037487436,1.245249,0.24011683,False
0.30904523,0.037487436,1.2461482,0.24244036,False
0.3115578,0.037487436,1.2470363,0.24476686,False
0.31407034,0.037487436,1.2479134,0.24709627,False
0.31658292,0.037487436,1.2487795,0.24942827,False
0.31909546,0.037487436,1.249635,0.25176346,False
0.32160804,0.037487436,1.2504799,0.25410107,False
0.3241206,0.037487436,1.2513146,0.2564417,False
0.32663316,0.037487436,1.2521392,0.25878513,False
0.32914573,0.037487436,1.2529538,0.2611319,False
0.33165827,0.037487436,1.2537587,0.26348042,False
0.33417085,0.037487436,1.254554,0.2658321,False
0.33668342,0.037487436,1.2553397,0.26818687,False
0.33919597,0.037487436,1.2561163,0.27054405,False
0.34170854,0.037487436,1.2568836,0.2729043,False
0.34422112,0.037487436,1.2576419,0.27526718,False
0.34673366,0.037487436,1.2583913,0.27763307,False
0.34924623,0.037487436,1.259132,0.2800027,False
0.35175878,0.037487436,1.2598642,0.2823738,False
0.35427135,0.037487436,1.2605878,0.28474683,False
0.35678393,0.037487436,1.2613032,0.2871235,False
0.35929647,0.037487436,1.2620103,0.2895032,False
0.36180905,0.037487436,1.2627094,0.29188567,False
0.3643216,0.037487436,1.2634006,0.29427055,False
0.36683416,0.037487436,1.2640839,0.2966587,False
0.36934674,0.037487436,1.2647594,0.29904953,False
0.37185928,0.037487436,1.2654272,0.3014429,False
0.37437186,0.037487436,1.2660878,0.30383903,False
0.37688443,0.037487436,1.2667408,0.30623803,False
